check_type,symbol,feature,value,threshold,pass,note
ADF,LTCUSDT,ltc_vs_btc_ret_ratio_30,0.0,0.05,1,INFORMATIONAL — p < 0.05 stationary; no BLOCK on result (rule bf2c812); ADF regression=c maxlag=10
IC_pearson,LTCUSDT,trend_adx_14,0.079727,0.3,1,ok
IC_pearson,LTCUSDT,mom_macd_hist_12_26_9,0.067065,0.3,1,ok
IC_pearson,LTCUSDT,mom_roc_10,0.049123,0.3,1,ok
IC_pearson,LTCUSDT,mr_pct_from_low_20,0.045196,0.3,1,ok
IC_pearson,LTCUSDT,vol_bb_bandwidth_20,0.044594,0.3,1,ok
IC_pearson,LTCUSDT,interact_rsi_x_natr,0.044343,0.3,1,ok
IC_pearson,LTCUSDT,trend_ema_cross_5_12,0.043984,0.3,1,ok
IC_pearson,LTCUSDT,trend_aroon_osc_50,0.043699,0.3,1,ok
IC_pearson,LTCUSDT,regime_momentum_signed_5d,0.043153,0.3,1,ok
IC_pearson,LTCUSDT,stat_return_5,0.042352,0.3,1,ok
IC_pearson,LTCUSDT,mom_rsi_14,0.042114,0.3,1,ok
IC_pearson,LTCUSDT,mom_macd_line_12_26_9,0.042099,0.3,1,ok
IC_pearson,LTCUSDT,mom_stoch_k_14,0.040034,0.3,1,ok
IC_pearson,LTCUSDT,interact_stoch_x_adx,0.039303,0.3,1,ok
IC_pearson,LTCUSDT,trend_aroon_osc_14,0.037982,0.3,1,ok
IC_pearson,LTCUSDT,mom_willr_14,0.036744,0.3,1,ok
IC_pearson,LTCUSDT,mom_stoch_d_14,0.036626,0.3,1,ok
IC_pearson,LTCUSDT,oi_delta_30_z90,0.034308,0.3,1,ok
IC_pearson,LTCUSDT,trend_supertrend_14_3,0.033645,0.3,1,ok
IC_pearson,LTCUSDT,vol_range_spike_72,0.032446,0.3,1,ok
IC_pearson,LTCUSDT,mr_rsi_extreme_14,0.032084,0.3,1,ok
IC_pearson,LTCUSDT,interact_rsi_x_adx,0.026984,0.3,1,ok
IC_pearson,LTCUSDT,vol_mfi_14,0.02652,0.3,1,ok
IC_pearson,LTCUSDT,trend_plus_di_14,0.025857,0.3,1,ok
IC_pearson,LTCUSDT,vol_cmf_14,0.025507,0.3,1,ok
IC_pearson,LTCUSDT,interact_natr_x_adx,0.024902,0.3,1,ok
IC_pearson,LTCUSDT,funding_rate_zscore_90,0.021523,0.3,1,ok
IC_pearson,LTCUSDT,trend_minus_di_14,0.02085,0.3,1,ok
IC_pearson,LTCUSDT,vol_taker_buy_ratio,0.019069,0.3,1,ok
IC_pearson,LTCUSDT,funding_rate_zscore_30,0.018951,0.3,1,ok
IC_pearson,LTCUSDT,stat_autocorr_lag5,0.017937,0.3,1,ok
IC_pearson,LTCUSDT,cal_dow_norm,0.017905,0.3,1,ok
IC_pearson,LTCUSDT,vol_range_spike_24,0.017482,0.3,1,ok
IC_pearson,LTCUSDT,vol_volume_rel_20,0.017371,0.3,1,ok
IC_pearson,LTCUSDT,stat_skew_20,0.015865,0.3,1,ok
IC_pearson,LTCUSDT,mr_pct_from_high_20,0.015256,0.3,1,ok
IC_pearson,LTCUSDT,vol_volume_pctchg_5,0.014828,0.3,1,ok
IC_pearson,LTCUSDT,stat_log_return_1,0.014223,0.3,1,ok
IC_pearson,LTCUSDT,long_short_zscore_30,0.014084,0.3,1,ok
IC_pearson,LTCUSDT,interact_ret1_x_natr,0.013352,0.3,1,ok
IC_pearson,LTCUSDT,interact_ret1_x_ret3,0.00769,0.3,1,ok
IC_pearson,LTCUSDT,stat_kurtosis_20,0.003933,0.3,1,ok
IC_pearson,LTCUSDT,vol_atr_14,0.003525,0.3,1,ok
IC_pearson,LTCUSDT,cal_hour_norm,0.002095,0.3,1,ok
IC_pearson,LTCUSDT,vol_natr_14,0.00124,0.3,1,ok
IC_pearson,LTCUSDT,btc_funding_spread_30_90,0.000495,0.3,1,ok
dist_stats,LTCUSDT,ltc_vs_btc_ret_ratio_30,0.009067,,1,n=5568 mean=0.0091 std=1.1101 skew=-0.3534 kurt=6.1296 p05=-1.9028 p95=1.8195 min=-7.2093 max=6.6095 clip_events=0
