ic,t,n,F1,F2,F3,F4,h,m
0.0007659811237282345,0.12702233700022383,4334,0.0054218641158770816,0.0031017844014260133,-0.004520891269269064,-0.0007320032076545075,1,netflow_1
-0.03347863932000973,-7.225152107545893,4334,-0.041085521827491374,-0.047373393992643585,-0.032448243897414776,-0.013377564238764643,1,ret_1
0.006438381498560717,1.5043297469418693,4334,0.016245484772102168,0.007234694545702387,0.0016781680227967168,0.0010349483553916657,1,netflow_3
-0.030871984963882906,-6.769901243113223,4334,-0.04757739621259453,-0.029714638080484166,-0.027568922305764413,-0.01938026470003633,1,ret_3
0.0046188312300348274,1.0963899863406135,4334,0.01506344658207122,0.008842626671329951,-0.0011810347787276423,-0.0037765334027868263,1,netflow_6
-0.03009005863383068,-6.99750745346502,4334,-0.030483084502086165,-0.03463983093233045,-0.021661001819617536,-0.03358715841563801,1,ret_6
0.006438314113821718,1.5797323186272638,4334,0.014858062060595615,0.01240351493883574,-0.002923747725478079,0.0017929966209964258,1,netflow_9
-0.027706263955714024,-6.426223605200773,4334,-0.023413835448219407,-0.04089470307193042,-0.021843650221444022,-0.02449057922838089,1,ret_9
0.01158372034422894,2.962789727838037,4334,0.0177779692784971,0.015822510030288978,0.002977306279397119,0.010031459688418858,1,netflow_21
-0.02264283030104499,-5.184316878396626,4334,-0.0164724131245018,-0.03478851600088546,-0.01787757063892608,-0.021165036565890572,1,ret_21
0.014700170377154414,3.6754091319566586,4334,0.013071360349297307,0.013789965387029918,0.011134686030143847,0.02072227058073625,1,netflow_42
-0.015636934777641543,-3.4355129005199294,4334,-0.02093342238116782,-0.01821041108523153,-0.01573934837092732,-0.007910843654258716,1,ret_42
0.016678483180313272,4.52051098026626,4334,0.01198555127072696,0.01749198085461969,0.014307000377656467,0.022712661325145128,1,netflow_90
-0.008937797418728933,-2.0615207400727593,4334,-0.011046240242439912,-0.019095293464473296,-0.005307790023002714,-0.0004098669645855795,1,ret_90
0.018893627521667858,4.692646617448513,4334,0.023319042592153737,0.02907613254571244,0.007001064304597107,0.016376858280614935,1,flowint_3_90
-0.02847355798314166,-6.829419097159276,4334,-0.014889659679284174,-0.03285601153403015,-0.0394342019432142,-0.0261231931241047,1,volshock_3_90
-0.02264003221477673,-6.103673140714263,4334,-0.016232558473547768,-0.025368988562543566,-0.03277920829470938,-0.015910788822557767,1,atsshock_3_90
-0.025178894376542044,-5.931889880048377,4334,-0.0055482545906313085,-0.029897130870430305,-0.038394616678683005,-0.026013529722208897,1,ntshock_3_90
0.018991578221133582,4.670605924768673,4334,0.025354216486775678,0.023674003511396712,0.011387372540941394,0.01583539523375439,1,flowint_9_90
-0.022985027597763066,-5.318927859900248,4334,-0.011650903763707266,-0.026822368098038122,-0.03556562639475402,-0.017414548221054,1,volshock_9_90
-0.01833831048760731,-4.905813889880121,4334,-0.013871354604275738,-0.01629694515664215,-0.026978404916400595,-0.016014969054358782,1,atsshock_9_90
-0.021927030824166777,-5.090036310324647,4334,-0.008993831283078759,-0.025756328916317232,-0.03702269372060288,-0.015380292115886799,1,ntshock_9_90
0.019404189256313757,4.980673773900772,4334,0.02574056918801301,0.024661664980965343,0.012505235691969648,0.014995099416727782,1,flowint_21_90
-0.014625717927454289,-3.4547312381542907,4334,-0.005337125047575964,-0.02143842880611841,-0.028229477804099293,-0.0031116990287935,1,volshock_21_90
-0.009324620636791656,-2.494085572093163,4334,-0.007925257269247619,-0.009563061604014962,-0.016327119167782473,-0.003432464479338732,1,atsshock_21_90
