sharpe1,sharpe2,sharpe3,ann1,ann2,vol,dd1,dd2,turn,edge_bps,cost_share,trades,long_gross,short_gross,req_min_scale,f1,f2,f3,f4,worst_fold,median_fold,pos_folds,calmar2,pq2,G,kinds,weights,w,purge,k,cadence,phase
0.4907544975044452,0.06442584433464556,-0.3606018524023371,0.0512798696852248,0.0007679661737942656,0.11548055096806259,0.11820665817657239,0.1435873584668499,65.94593650181481,16.037641952171292,0.03679172272479986,45067,61415.58407787999,-24269.116834214215,1.0,-0.2106928985006046,0.45008351573133565,-0.34599403602481227,0.36708939407316304,-0.34599403602481227,0.07819824778627922,2,0.005348424694166697,0.47058823529411764,7.575169784695017,per,1.0,21,ret+size+liq,5,9,0
0.47122424816059855,0.0230262867985965,-0.42407371468579486,0.04780247804672033,-0.0037459807527868705,0.11251796310432921,0.12749374687319537,0.16657250519618783,67.4154710118621,15.322141022781478,0.03807129193829795,53714,70959.32174970998,-33834.295621381374,1.0,0.14078819761382505,0.33921073762377496,-0.6135732944441185,0.1313405984768227,-0.6135732944441185,0.1360643980453239,3,-0.022488589868867512,0.35294117647058826,4.456999307174958,per,1.0,21,ret+size+liq,6,9,0
0.47696940209389954,0.19846216734839528,-0.08023354585165228,0.051295789863180286,0.016744732252711003,0.11997478374476353,0.1465364350639513,0.1633903134952288,44.51392956544926,20.175955614067792,0.025398313773859156,44313,62015.12468453747,-31016.644550024197,1.0,-0.520637546316572,0.5728182331059783,-0.31352105999287283,1.1547266456654701,-0.520637546316572,0.12964858655655276,2,0.10248301686011496,0.4117647058823529,5.906121702570643,per,1.0,21,ret+size+liq,5,21,0
0.26778638975036995,-0.02845962910542977,-0.3247010984533187,0.024805738419914958,-0.010136111790290725,0.11712644503601104,0.11471471751858742,0.1700868833137591,46.3183930722649,14.09561181979614,0.02674041849674976,52963,59725.483058772516,-40357.282585148176,1.0,-0.43749267706421885,-0.2800443604681182,-0.3334224303970199,1.0075399489104002,-0.43749267706421885,-0.30673339543256906,1,-0.05959372993855529,0.4117647058823529,3.988415558165456,per,1.0,21,ret+size+liq,6,21,0
0.305915532396466,0.11135543850039777,-0.0834531428067293,0.029181395057575665,0.006213574621819484,0.1160055500904816,0.14414523020709236,0.1550349580927357,30.057830636699308,19.142505852502783,0.01752592525592569,43587,55291.36420615624,-37611.036459486546,1.0,-0.09890409283715115,0.7158182060667527,0.012851912141053235,-0.1462587358359167,-0.1462587358359167,-0.04302609034804896,2,0.04007853904861104,0.5294117647058824,10.135813216769339,per,1.0,21,ret+size+liq,5,42,0
0.2558118518416903,0.052995932436639547,-0.15012150510824931,0.02297782049899899,-0.00046684180382727813,0.11434643422781876,0.12565522728318368,0.13675195466542345,30.903628562013527,16.7958275198476,0.018051957022048887,52215,54925.577563601066,-39779.000561367524,1.0,-0.04361615536214242,0.3085141420553118,-0.1297446963794101,0.08515292237522443,-0.1297446963794101,0.020768383506541005,2,-0.003413785235973048,0.5294117647058824,12.668182800286727,per,1.0,21,ret+size+liq,6,42,0
0.1641218909847424,0.01188509479735463,-0.14038574116274605,0.012553027032263575,-0.005675397392094994,0.11934798368582564,0.18760530528356645,0.21998915411483744,24.188540585478897,15.254495618576854,0.01396918642136362,42959,44557.35788671512,-34266.66084422775,1.0,-0.20026984232927084,-0.9612546336216451,-0.16635662063912074,1.2762577816600496,-0.9612546336216451,-0.1833132314841958,1,-0.02579853272735599,0.47058823529411764,0.0,per,1.0,21,ret+size+liq,5,63,0
-0.02228062261344613,-0.17842989761369235,-0.3345013824678642,-0.009943293664198216,-0.02845162565376247,0.12087099945153522,0.16382903224691658,0.1911293008752657,25.132420050133423,5.972290084908477,0.014708572363822671,51474,50616.82206276068,-49282.71810265753,1.0,-0.09440671029573407,-1.0072835905789341,-0.033404379368310574,0.29038885588682106,-1.0072835905789341,-0.06390554483202232,1,-0.1488606169931553,0.4117647058823529,1.182759883297909,per,1.0,21,ret+size+liq,6,63,0
0.6415502274660511,0.3089859625307735,-0.02310474994010684,0.06966426756161104,0.02942991997390254,0.11534588619618764,0.13340124453991897,0.15541155966582987,51.076048155560436,21.904083714816114,0.028977811396383748,44691,59503.90355767768,-18563.902788973253,1.0,0.368019201349865,0.3887764210148957,-0.6610063834452503,1.1123552550777809,-0.6610063834452503,0.37839781118238036,3,0.18936763801343703,0.47058823529411764,11.262743389553867,per,1.0,42,ret+size+liq,5,9,0
0.5206596757324355,0.17879795557084766,-0.16247782384235146,0.054176921710683335,0.013973453412986059,0.11376543991091116,0.16802365869133806,0.18693809105706594,51.8607453925884,18.82903601489066,0.029551696784847155,53336,63947.78538521206,-31037.761707523354,1.0,-0.6236854652389783,0.36369451338479225,0.11100797743194814,1.0322087673987947,-0.6236854652389783,0.2373512454083702,3,0.07474909652693752,0.5294117647058824,3.1165298047194088,per,1.0,42,ret+size+liq,6,9,0
0.933230444505101,0.7064484760318815,0.4791987541925489,0.10817818864069051,0.07900115589638323,0.11747043649107569,0.16228867085869914,0.17858100129842747,35.562507892676585,38.16100903289306,0.01972692941737429,44106,82425.61440481473,-24791.85486571134,1.0,0.5845976485505063,0.757800823592436,-0.1510480768354389,1.7145663209738047,-0.1510480768354389,0.6711992360714711,3,0.44238275808726185,0.6470588235294118,24.617486299885808,per,1.0,42,ret+size+liq,5,21,0
0.8372592383333736,0.5985682774246683,0.3595306668090086,0.09412462825522927,0.06438244897676904,0.11539924813613833,0.1448070017993749,0.1531768783283345,36.76486614650382,33.61115692807302,0.020566677533618256,52795,79760.74558493559,-29666.02954619142,1.0,0.1348197326907275,0.6756888073623815,0.4279688745303957,1.2619437149929786,0.1348197326907275,0.5518288409463886,4,0.4203144082801147,0.6470588235294118,33.176842946942855,per,1.0,42,ret+size+liq,6,21,0
0.8033586782019918,0.6202993697328385,0.4367855038355903,0.09080002272240772,0.06769539844497618,0.11666547664945451,0.13503092961506435,0.14844339200188716,28.543506006680968,40.14516191656186,0.016038905754230608,43552,81106.18522619305,-35554.65199120924,1.0,0.942802599922104,0.5766481206649632,0.0015537989258076186,0.8617996227976542,0.0015537989258076186,0.7192238717313086,4,0.4560351089532875,0.5294117647058824,32.121267016949204,per,1.0,42,ret+size+liq,5,42,0
0.661031938793679,0.47206003000237007,0.2827853712057145,0.07236219323090376,0.04912230865196743,0.11584328976082478,0.1189708151360599,0.12436963009296709,29.20543991113185,33.50499576964564,0.01659946779719805,52146,76782.25802574412,-40847.336881022224,1.0,0.6014707249762675,0.2545824486531276,0.6176022011760429,0.401646525558752,0.2545824486531276,0.5015586252675097,4,0.39497028828700537,0.47058823529411764,35.8794556705352,per,1.0,42,ret+size+liq,6,42,0
1.0539348976149432,0.9049683105897328,0.7556619468187817,0.1248166821801866,0.10514465633776782,0.11824025360818968,0.1997036219099606,0.21068713092170466,23.529958360561142,60.13961526418189,0.013051240627001102,42933,79910.08737287446,-15300.956234754707,1.0,1.219286915859282,1.3199998519212521,-0.659162964433575,1.5851389037674102,-0.659162964433575,1.269643383890267,3,0.49905590283462337,0.5294117647058824,25.61801000873839,per,1.0,42,ret+size+liq,5,63,0
