ic,t,n,F1,F2,F3,F4,h,m
0.014451669927105155,2.214870625570204,4332,0.0250368040444952,0.032010274580431895,-0.006236138290932812,0.007459745253544828,3,netflow_9
-0.030259479209002453,-4.617466936372282,4332,-0.026405555435867603,-0.03845628113531786,-0.021957633810553785,-0.03404950732996876,3,ret_9
0.025069726013711026,4.3237216652258175,4332,0.03008811426847922,0.043301905868477285,0.004102035911697051,0.023006832148865317,3,residflow_9
-0.0347078211439321,-5.844008037260186,4332,-0.03520692849602517,-0.04875421017614819,-0.0180574724482439,-0.03683455213375906,3,residret_9
0.034482948021627165,5.77718658977735,4332,0.037147309534581445,0.051360987402400665,0.015512754488962133,0.034027534589899405,3,residflowint_9
0.020829278359274395,3.420851463476957,4332,0.029480578236422004,0.03250258318650118,0.008732790881312869,0.012980396195969376,3,netflow_21
-0.030580912195136103,-4.79852130263079,4332,-0.019989802586695977,-0.04069747002232178,-0.023900848010437053,-0.03727126034263741,3,ret_21
0.034076864513791986,5.768975544500635,4332,0.03382955957228314,0.04876156110006753,0.01748068802142342,0.03622480859683455,3,residflow_21
-0.041303080745296435,-6.942496304756256,4332,-0.02926370367178692,-0.057678564835973584,-0.029731863906341197,-0.04801043705153294,3,residret_21
0.03725692242825126,6.047170856736802,4332,0.04020653352579155,0.05299412502881543,0.025168400453187766,0.030787928725924403,3,residflowint_21
0.027063823496630144,4.4152967229391855,4332,0.022870930908934224,0.030849619188549705,0.01846122154701823,0.03588972431077695,3,netflow_42
-0.02037668651678924,-2.8989419926518156,4332,-0.02940445670049049,-0.018385348280064693,-0.025068149826621346,-0.009044529131046792,3,ret_42
0.03130518774361494,5.330398710594442,4332,0.023587622351006456,0.032632758262850343,0.02785731451917465,0.040804751605040004,3,residflow_42
-0.035510833940816715,-5.543603746976159,4332,-0.03357103360119497,-0.039059155010850374,-0.040892642565317404,-0.028435472242249463,3,residret_42
0.03323055961553535,5.574599101348013,4332,0.024310058814658416,0.03773259385345822,0.030606653620352257,0.03988189652212724,3,residflowint_42
0.0300127606698329,5.109276142471924,4332,0.017526624584383598,0.0341994172862859,0.02724619768599581,0.04053146565042744,3,netflow_90
-0.008737022751750206,-1.3479476806678727,4332,-0.016620347430180035,-0.016499386003072,-0.007034023414701142,0.004860095444089677,3,ret_90
0.034368309267645725,5.993390251684312,4332,0.020568613510854504,0.04139051460438557,0.01989494283654341,0.05501424794863872,3,residflow_90
-0.025581132201227458,-4.082520956711476,4332,-0.02392945113500083,-0.033064323854364724,-0.0184557283620009,-0.026802622995845776,3,residret_90
0.034368309267645725,5.993390251684312,4332,0.020568613510854504,0.04139051460438557,0.01989494283654341,0.05501424794863872,3,residflowint_90
0.0317114389148353,3.2546674520401897,4326,0.045592491256795285,0.06406859663653523,-0.005593435643904286,0.023340720948376442,9,netflow_9
-0.022256773355113,-2.5498488743893932,4326,-0.0038405469260543936,-0.03954827207780482,-0.018561472173584642,-0.026291624377748783,9,ret_9
0.04149521123808305,4.5419650876473785,4326,0.04837882672296787,0.07627151266880204,0.007459745253544823,0.03413216236182744,9,residflow_9
-0.032871920698878024,-4.117056448558813,4326,-0.016805624376126566,-0.0629513684860443,-0.0174957942802211,-0.033534248845253634,9,residret_9
0.04644240962618618,5.104776358158106,4326,0.04878385074433936,0.07891929768052482,0.01509664572389879,0.04305391578118851,9,residflowint_9
0.03661626216753818,3.714008568898596,4326,0.045618343853904106,0.05480591456854766,0.01927146633707556,0.027111856776928542,9,netflow_21
-0.02982924292927285,-2.9456298402272747,4326,-0.015343516384083421,-0.05420189894805897,-0.009560888522676555,-0.03962937647148173,9,ret_21
0.048397267626449365,5.007858915430771,4326,0.048799649553683634,0.07296429503222891,0.021927421292958417,0.04992370733997529,9,residflow_21
-0.04670854919573736,-4.903231943940486,4326,-0.027066232917537403,-0.07883501526529374,-0.02388848834414804,-0.056235630398309824,9,residret_21
0.04901790412441899,4.722292173812516,4326,0.050975576477009135,0.06995600838546683,0.03125622274865245,0.043941810448987484,9,residflowint_21
0.04253717056923689,4.19567248941393,4326,0.03711427566049794,0.052792950763037735,0.030877192982456142,0.049162852033665425,9,netflow_42
-0.01303125380507981,-1.2364823375693608,4326,-0.012820015655183809,-0.011080002243850098,-0.021720053558553915,-0.006459675359196893,9,ret_42
0.0441897431444791,4.49559797495194,4326,0.03353512721632159,0.04957408752100255,0.039292752429017745,0.053943398441006096,9,residflow_42
-0.034196216443732726,-3.461930274098533,4326,-0.017141708138541194,-0.04296540461175659,-0.04401277165516531,-0.03190483094789316,9,residret_42
0.04480684028241748,4.3710683199984475,4326,0.029989012646228747,0.05349795043232162,0.04441240086517663,0.05071079903615789,9,residflowint_42
0.04394166598355513,4.3425821980747354,4326,0.024149198210425778,0.05264935665853888,0.04378068458818278,0.054376989305218976,9,netflow_90
-0.002595418867280367,-0.2624484461546016,4326,-0.007077866586236373,-0.013789920064824351,-0.0023469632986576087,0.012720506500410808,9,ret_90
0.04614011272310135,4.755862974384773,4326,0.0268364320543479,0.06250065558511446,0.0320032959110104,0.06246332083652658,9,residflow_90
-0.025294165636661044,-2.615792586850218,4326,-0.018990168831821683,-0.0363841147552307,-0.02296288666872661,-0.022548105801694314,9,residret_90
0.04614011272310135,4.755862974384773,4326,0.0268364320543479,0.06250065558511446,0.0320032959110104,0.06246332083652658,9,residflowint_90
0.04467146859372173,3.332902410003732,4314,0.04416916216041537,0.07536369116813244,0.02978679575651457,0.029088040435350217,21,netflow_9
-0.01391037315363859,-1.4664179061522562,4314,0.01566954635873351,-0.04694505799689624,0.0019253613485769219,-0.025179941497197038,21,ret_9
0.051234852008054214,4.079493783061215,4314,0.042612261312306554,0.08441385077656606,0.03508634600199128,0.04230213416549731,21,residflow_9
-0.02793027312296095,-3.21945715203147,4314,0.0036897401095862823,-0.06725944565232478,-0.012494249321934972,-0.034377028923283134,21,residret_9
0.05128028096540427,4.062464404629111,4314,0.041941530042872224,0.08236671519395945,0.04552339753493323,0.034606013641345704,21,residflowint_9
0.054932210607031844,3.8445305401890177,4314,0.03836094534330095,0.08029261525259593,0.05056339478834072,0.04969945755754287,21,netflow_21
-0.025708767204857243,-1.9387737774549798,4314,-0.03164070635040324,-0.034536434847346455,-0.0007841521612249834,-0.03630804029572539,21,ret_21
0.06411236727535934,4.633417918685051,4314,0.044302733912144246,0.08737624934009493,0.05142445153980842,0.07261747683973165,21,residflow_21
-0.051060834321696474,-4.112413913970772,4314,-0.0430029227797287,-0.06556505250856737,-0.030907405500051506,-0.06463791791456357,21,residret_21
0.05739933166644945,4.056985042811534,4314,0.045118526976466955,0.07558591915133975,0.06017784186493633,0.04802256337221885,21,residflowint_21
0.05602618838894302,3.6625766200322305,4314,0.028532649675765336,0.06667557868930359,0.04984104095856079,0.07821503619773668,21,netflow_42
-0.0033773736763873263,-0.2109188783902995,4314,0.0066211373706472525,-0.0035871093851844948,-0.016947849074741658,0.0009131463756885212,21,ret_42
0.05676637822455447,3.9624101667246157,4314,0.020144918169348873,0.06629993272823718,0.05630239983520444,0.08314658512576706,21,residflow_42
-0.03722285898034584,-2.833267393984042,4314,-0.00045242044940431913,-0.04574492405178142,-0.054323479932708495,-0.046918130982051234,21,residret_42
0.0597288185270992,3.995320552352206,4314,0.01691477978614157,0.07816614396089876,0.06960414735468809,0.07256441940505862,21,residflowint_42
