sharpe1,sharpe2,sharpe3,ann1,ann2,vol,dd1,dd2,turn,edge_bps,cost_share,trades,long_gross,short_gross,req_min_scale,f1,f2,f3,f4,worst_fold,median_fold,pos_folds,calmar2,pq2,G,kinds,weights,purge,cadence,phase,w,nb,hold,k
1.8125640747470217,1.6682565625108345,1.5237350185153438,0.23115657227815345,0.2102005912191185,0.11863924247084796,0.10145922202611346,0.10424602354353896,22.895181410367826,101.08217996445833,0.012516614444802359,72920,108681.44321090789,24749.201721420486,0.8920634920634911,1.7109430669491366,1.6036938792625914,2.074032161640375,1.3556053624101265,1.3556053624101265,1.6573184731058639,4,2.016389537691354,0.8235294117647058,84.6691576451752,bigp+imbsml,1.0+1.0,ret+size+liq,1,0,72,108,63,3
1.82765335250387,1.6715724802466327,1.5153870122426947,0.22666338143348264,0.20472855720381533,0.1154548811519483,0.10347414054664406,0.10553044851159255,24.034157666006557,95.02206165674798,0.013139965854606125,80559,110644.91000105777,20579.41278970674,1.0,1.3531569002897683,1.8677740768664406,2.2638337439336063,1.331155862007651,1.331155862007651,1.6104654885781045,4,1.9399951397091413,0.8823529411764706,85.59594019845433,bigp+imbsml,1.0+1.0,ret+size+liq,1,0,72,108,63,4
1.7549840393759846,1.589173864702552,1.4234472529294986,0.21163068345477232,0.18914893449717463,0.11305023601550963,0.10210637993524763,0.10403515254400952,24.961454260426926,86.78512219776387,0.013665390076858722,84255,104502.04261146637,16513.925949622128,1.0,0.9111118013525031,2.0879873684565893,2.113533366059391,1.4375261812873095,0.9111118013525031,1.7627567748719493,4,1.8181252189461614,0.8823529411764706,85.79531299413208,bigp+imbsml,1.0+1.0,ret+size+liq,1,0,72,108,63,5
1.9348737544490864,1.7957943601416924,1.6565698838972904,0.24859189075323385,0.22813075342123468,0.1183942307389064,0.09870911741656963,0.10144620130589355,22.01183930957387,111.20872644923614,0.012018433506550442,75121,115491.8261916406,30952.58938384084,0.8491803278688498,1.7945892619936474,1.7694802548736772,2.1532164591605882,1.5490928045671637,1.5490928045671637,1.7820347584336624,4,2.2487855679617383,0.8235294117647058,85.04246727686126,bigp+imbsml,1.0+1.0,ret+size+liq,1,0,72,108,72,3
1.9294057426932743,1.7796748053156015,1.6298304039802707,0.24207500776245894,0.22067485523554375,0.1158628412315835,0.09933108436907923,0.10134028120457583,23.151351155290584,103.75845674626291,0.012622125169039839,81853,117625.73971616292,24955.55537473582,1.0,1.479304016670781,2.010709306481631,2.3002264323117245,1.4392281756988545,1.4392281756988545,1.7450066615762059,4,2.1775630836277924,0.8823529411764706,86.15462917272322,bigp+imbsml,1.0+1.0,ret+size+liq,1,0,72,108,72,4
1.851049652237609,1.6918849627993133,1.5326678794815998,0.22590880627259158,0.20396329040607553,0.11354376703259224,0.10286275439897197,0.10422777638842706,24.073792279959417,94.58233185301172,0.013139669950572957,84849,110708.11827783048,20608.007031239868,1.0,1.0101041985941037,2.250465018203514,2.225236119836054,1.4624747066469963,1.0101041985941037,1.8438554132415252,4,1.9568995662534598,0.8823529411764706,85.7696298148764,bigp+imbsml,1.0+1.0,ret+size+liq,1,0,72,108,72,5
1.9826854627793893,1.8489619406059068,1.715098570214999,0.25376917753053463,0.23414027246111013,0.11757812803541882,0.09255963720553417,0.0946211295586683,21.02233020982714,118.04836313726425,0.011490826034825501,77308,119675.63389528879,30768.874669139866,0.7972602739726007,1.782548110325846,1.9832043386995624,2.016186222043486,1.697023590660626,1.697023590660626,1.8828762245127042,4,2.4745030370403183,0.8823529411764706,87.05051605884422,bigp+imbsml,1.0+1.0,ret+size+liq,1,0,72,108,84,3
1.9582969367643213,1.8149019427626667,1.6714662098687945,0.24568037585185998,0.22516427550682305,0.11561974296976542,0.09668739192008324,0.09805623923815954,22.123424463699674,109.54549813623706,0.012091285222608817,83067,121945.12672045914,23424.54117745575,1.0,1.4320804771845104,2.168555631021064,2.213597923970391,1.5616644261384232,1.4320804771845104,1.8651100285797435,4,2.2962768841250663,0.8823529411764706,86.59250143491207,bigp+imbsml,1.0+1.0,ret+size+liq,1,0,72,108,84,4
1.9057108841001575,1.7538375123372953,1.6019221380793343,0.23340589626067776,0.21234876731455743,0.11348393509382608,0.10373540695137529,0.10507945040786504,22.948746860044682,101.51462861554386,0.012546043099131534,85299,117442.783906699,19465.46435990751,1.0,1.0298127279698925,2.3827840042344643,2.2057495154574487,1.5695698674880934,1.0298127279698925,1.887659691472771,4,2.0208401023256917,0.8823529411764706,85.65607327895133,bigp+imbsml,1.0+1.0,ret+size+liq,1,0,72,108,84,5
1.8436221379386868,1.6963435224700183,1.5489726970923312,0.23496353198076592,0.21361231620732002,0.11829319853347948,0.08264947731006023,0.08482732780046032,23.23230905351237,101.07389242025648,0.012667539241478974,72727,109259.72942399103,26588.44235332893,0.862962962962971,1.7263118853479646,1.5631417845649545,2.105591128111202,1.4686462726967209,1.4686462726967209,1.6447268349564594,4,2.5182016426333877,0.8823529411764706,88.35635629327196,bigp+imbsml,1.0+1.0,ret+size+liq,1,0,72,126,63,3
