ic,t,n,F1,F2,F3,F4,w,h,v
0.0317114389148353,3.2546674520401897,4326,0.045592491256795285,0.06406859663653523,-0.005593435643904286,0.023340720948376442,9,9,raw
0.04149521123808305,4.5419650876473785,4326,0.04837882672296787,0.07627151266880204,0.007459745253544823,0.03413216236182744,9,9,r|ret
0.013633167867551678,1.4655470220195081,4326,0.03383530459386288,0.05781132418676006,-0.03906890513956124,0.0027810573265118735,9,9,r|size
0.02411253413302107,2.8243112475807917,4326,0.0347358367264867,0.0714810273197153,-0.023988738970714463,0.01463576296112181,9,9,"r|ret,size"
0.02693684926466183,3.2447299828453167,4326,0.036308536383939785,0.07087397754123184,-0.02196587358807979,0.022919557847787514,9,9,"r|ret,size,liq"
0.016932559234398525,2.072527901572158,4326,0.01672663032940517,0.05885455705005711,-0.020658495553953382,0.012775741005406077,9,9,"r|ret,size,fnd"
0.04467146859372173,3.332902410003732,4314,0.04416916216041537,0.07536369116813244,0.02978679575651457,0.029088040435350217,9,21,raw
0.051234852008054214,4.079493783061215,4314,0.042612261312306554,0.08441385077656606,0.03508634600199128,0.04230213416549731,9,21,r|ret
0.02106803841740448,1.686651850332453,4314,0.026645410086821638,0.07086785359595447,-0.01495244961719367,0.0016364029851788234,9,21,r|size
0.030711191463546575,2.6024213914477587,4314,0.028791175646853517,0.0808412444570839,-0.008179352490816076,0.021150368958608216,9,21,"r|ret,size"
0.032593555780038766,2.8713049851906955,4314,0.028496743290891986,0.08217628833361901,-0.009243657087925296,0.028701279661549416,9,21,"r|ret,size,liq"
0.02314230362745315,2.094340748977394,4314,0.014471709359358282,0.0663025674727557,-0.005218525766470976,0.016524598404088212,9,21,"r|ret,size,fnd"
0.06864990549194483,4.68311889038162,4293,0.042009034046434135,0.11212667208315476,0.04039688261750266,0.07927773980405559,9,42,raw
0.06807136806567196,4.859625081101601,4293,0.039267222497504514,0.1039670474342614,0.045295430356713705,0.08302574618364093,9,42,r|ret
0.04207109213510064,3.028268813859891,4293,0.021598408629022414,0.10423929278872714,-0.005542623682493907,0.0472772841193894,9,42,r|size
0.04479351638702857,3.418425860004366,4293,0.02454129593324285,0.09671513892941475,0.0011137432622652529,0.05632689678742311,9,42,"r|ret,size"
0.047787716363144384,3.6571939392146673,4293,0.01888819469878134,0.10240742008547524,-0.0001441961067051198,0.06950615174299385,9,42,"r|ret,size,liq"
0.040496420738295416,3.2743453689768263,4293,0.014060940316407068,0.0874103124422275,0.011196484361588903,0.04844212804739121,9,42,"r|ret,size,fnd"
0.03661626216753818,3.714008568898596,4326,0.045618343853904106,0.05480591456854766,0.01927146633707556,0.027111856776928542,21,9,raw
0.048397267626449365,5.007858915430771,4326,0.048799649553683634,0.07296429503222891,0.021927421292958417,0.04992370733997529,21,9,r|ret
0.016860478810422935,1.7906618737142905,4326,0.02964431135144452,0.051950502059308,-0.02199471280942081,0.00835559974315955,21,9,r|size
0.03326932416507327,3.73480790777995,4326,0.03849164458423997,0.07235329291013988,-0.010667765303670144,0.03312827523353839,21,9,"r|ret,size"
0.03248537265651117,3.6870306863219544,4326,0.03974693179941257,0.07010072469464726,-0.011498609537542484,0.03190759267314291,21,9,"r|ret,size,liq"
0.02477131701297788,2.8485781978700895,4326,0.02399408262777287,0.06163748696366208,-0.009209324681566934,0.022617148932938404,21,9,"r|ret,size,fnd"
0.054932210607031844,3.8445305401890177,4314,0.03836094534330095,0.08029261525259593,0.05056339478834072,0.04969945755754287,21,21,raw
0.06411236727535934,4.633417918685051,4314,0.044302733912144246,0.08737624934009493,0.05142445153980842,0.07261747683973165,21,21,r|ret
0.027526179111568513,2.011764163500305,4314,0.015014613898643454,0.07642582881458283,-0.00139252240189515,0.019374341145342467,21,21,r|size
