symbol,direction,entry_price,exit_price,weight_factor,open_time,close_time,exit_reason,pnl_pct,fee_pct,net_pnl_pct,weighted_pnl,stop_loss_price,take_profit_price,timeout_time
TRXUSDT,1,0.057490,0.054693,0.5700,1642982399999,1643011199999,stop_loss,-4.8644,0.1000,-4.9644,-2.8297,0.054693,0.063083,1643587199999
TRXUSDT,-1,0.058960,0.061300,0.3600,1643471999999,1643817599999,stop_loss,-3.9693,0.1000,-4.0693,-1.4650,0.061300,0.054279,1644076799999
BCHUSDT,-1,297.630000,311.901153,0.4700,1643443199999,1644047999999,stop_loss,-4.7949,0.1000,-4.8949,-2.3006,311.901153,269.087695,1644047999999
BCHUSDT,-1,345.710000,357.830535,0.0000,1644479999999,1644508799999,stop_loss,-3.5060,0.1000,-3.6060,0.0000,357.830535,321.468930,1645084799999
TRXUSDT,-1,0.063130,0.065126,0.3800,1644652799999,1644854399999,stop_loss,-3.1616,0.1000,-3.2616,-1.2394,0.065126,0.059138,1645257599999
BCHUSDT,-1,272.970000,285.563404,0.7700,1645718399999,1645747199999,stop_loss,-4.6135,0.1000,-4.7135,-3.6294,285.563404,247.783192,1646323199999
TRXUSDT,-1,0.058490,0.060435,0.4200,1646467199999,1646495999999,stop_loss,-3.3260,0.1000,-3.4260,-1.4389,0.060435,0.054599,1647071999999
BCHUSDT,-1,362.520000,375.101467,0.7900,1648022399999,1648425599999,stop_loss,-3.4706,0.1000,-3.5706,-2.8207,375.101467,337.357066,1648627199999
TRXUSDT,-1,0.071560,0.068288,0.0000,1648540799999,1648598399999,take_profit,4.5729,0.1000,4.4729,0.0000,0.073196,0.068288,1649145599999
BCHUSDT,-1,372.820000,385.454752,0.0000,1648569599999,1648655999999,stop_loss,-3.3890,0.1000,-3.4890,0.0000,385.454752,347.550495,1649174399999
TRXUSDT,-1,0.074760,0.070321,0.9100,1648742399999,1649087999999,take_profit,5.9379,0.1000,5.8379,5.3125,0.076980,0.070321,1649347199999
TRXUSDT,-1,0.063510,0.059368,0.7800,1649491199999,1649692799999,take_profit,6.5220,0.1000,6.4220,5.0091,0.065581,0.059368,1650095999999
BCHUSDT,1,231.490000,219.277984,0.0000,1652227199999,1652255999999,stop_loss,-5.2754,0.1000,-5.3754,0.0000,219.277984,255.914033,1652831999999
TRXUSDT,1,0.083520,0.079531,0.7100,1654127999999,1654329599999,stop_loss,-4.7763,0.1000,-4.8763,-3.4622,0.079531,0.091498,1654732799999
BCHUSDT,-1,121.640000,127.021249,0.3500,1658591999999,1658649599999,stop_loss,-4.4239,0.1000,-4.5239,-1.5834,127.021249,110.877501,1659196799999
BCHUSDT,-1,117.880000,123.543843,0.4100,1658793599999,1658966399999,stop_loss,-4.8048,0.1000,-4.9048,-2.0109,123.543843,106.552314,1659398399999
BCHUSDT,-1,152.960000,138.439715,0.0000,1659110399999,1659311999999,take_profit,9.4929,0.1000,9.3929,0.0000,160.220143,138.439715,1659715199999
BCHUSDT,1,134.650000,135.220000,0.6400,1659455999999,1660060800000,timeout,0.4233,0.1000,0.3233,0.2069,127.397714,149.154573,1660060799999
BCHUSDT,-1,122.250000,127.506912,0.4600,1661183999999,1661270399999,stop_loss,-4.3001,0.1000,-4.4001,-2.0241,127.506912,111.736176,1661788799999
BCHUSDT,-1,131.460000,121.367159,0.6400,1662796799999,1663084799999,take_profit,7.6775,0.1000,7.5775,4.8496,136.506420,121.367159,1663401599999
