feature,ic_1bar,ic_21bar,abs_ic_1bar,abs_ic_21bar,nan_frac,is_n,imp_gain,imp_rank,adf_raw_pass,adf_family,cluster
vol_range_spike_48,0.00360393224929227,0.03885149494385016,0.00360393224929227,0.03885149494385016,0.00820674000349223,5659,7.5964,184,True,volatility,4
trend_psar_dir,-0.015177545959720996,-0.010269670362528134,0.015177545959720996,0.010269670362528134,0.0,5706,7.4584,185,True,trend,39
stat_return_1,-0.006272257556115983,0.0060074677226063,0.006272257556115983,0.0060074677226063,0.00017461148943600488,5705,5.2795,186,True,statistical,13
stat_return_10,-0.004991915683342767,-0.015940019922959438,0.004991915683342767,0.015940019922959438,0.001746114894360049,5696,4.3954,187,True,statistical,35
stat_return_3,-0.04079063950405797,-0.002519958192300499,0.04079063950405797,0.002519958192300499,0.0005238344683080147,5703,4.3316,188,True,statistical,28
stat_return_5,-0.006555557022667934,-0.00042777748431064314,0.006555557022667934,0.00042777748431064314,0.0008730574471800245,5701,3.4807,189,True,statistical,30
mr_rsi_extreme_14,-0.01538559344373453,-0.06216759940243633,0.01538559344373453,0.06216759940243633,0.0,5706,2.1427,190,True,mean_reversion,24
cal_hour_norm,-0.008418034135859929,-0.001698571215333731,0.008418034135859929,0.001698571215333731,0.0,5706,1.1124,191,False,calendar,12
mr_rsi_extreme_7,0.007203182903538778,-0.023576529831329,0.007203182903538778,0.023576529831329,0.0,5706,0.3124,192,True,mean_reversion,36
mr_rsi_extreme_21,-0.006577162840355767,-0.06452958189734069,0.006577162840355767,0.06452958189734069,0.0,5706,0.0308,193,True,mean_reversion,24
