symbol,n_sub_windows,autocorr_lag1_mean,autocorr_lag1_std,autocorr_lag1_min,autocorr_lag1_max,stability_proxy_pass
BCHUSDT,10,0.013231415995949417,0.08263390023539884,-0.09062940267648892,0.11510711320123101,True
LDOUSDT,5,-0.007381932488672657,0.046434568122863076,-0.08868830963487886,0.024088761468178045,True
TRXUSDT,10,0.0031502668677461155,0.0535149607046524,-0.09934462803639982,0.082299727750523,True
