feature,ic,n,abs_ic
natr_21,0.0816031068046082,3039,0.0816031068046082
bb_bandwidth_30,0.04689331201353847,3030,0.04689331201353847
ret_21d (pct_change_63),-0.044222595838162806,2996,0.044222595838162806
bb_bandwidth_20,0.022879179832761276,3039,0.022879179832761276
stat_return_30,-0.02201885637233169,3029,0.02201885637233169
ret_5d (stat_return_15),-0.007635709852087126,3039,0.007635709852087126
stat_return_5,0.0032126657280612553,3039,0.0032126657280612553
rsi_14,0.002850872047062314,3039,0.002850872047062314
