symbol,probe_seed,n_trials,max_depth,num_leaves,atr_tp,atr_sl,probe_is_monthly_sharpe,gate2_pass,note
UNIUSDT,42,10,5,31,2.9,1.45,-0.243,False,48-col V1_FEATURE_COLUMNS_PRUNED; OI cols NaN if OI fetch not complete
