feature,ic,n,abs_ic
ret_5d,-0.004856170445779719,5665,0.004856170445779719
ret_21d,-0.0538788919608071,5617,0.0538788919608071
rsi_14,-0.024528034815624645,5666,0.024528034815624645
natr_30,0.05887104888485464,5638,0.05887104888485464
vol_bb_bandwidth_20,0.006694825785754723,5661,0.006694825785754723
stat_autocorr_lag5,0.04229034485654772,5630,0.04229034485654772
mom_roc_10,0.0006416993827807987,5667,0.0006416993827807987
vol_volume_pctchg_5,0.028692330455700264,5667,0.028692330455700264
