symbol,direction,entry_price,exit_price,weight_factor,open_time,close_time,exit_reason,pnl_pct,fee_pct,net_pnl_pct,weighted_pnl,stop_loss_price,take_profit_price,timeout_time,confidence,component_id
BTCUSDT,1,38530.400000,42539.981308,0.3300,1646726399999,1646841599999,take_profit,2.08126,0.1000,2.06126,0.68022,36525.609346,42539.981308,1647331199999,0.863070,C-BTC
BTCUSDT,1,39155.700000,40788.300000,0.3300,1646927999999,1647532800000,timeout,0.8339,0.1000,0.8139,0.26858,36825.175670,43816.748660,1647532799999,0.832583,C-BTC
ETHUSDT,-1,2889.080000,3008.969579,0.3300,1647907199999,1647935999999,stop_loss,-0.82994,0.1000,-0.84994,-0.28048,3008.969579,2649.300842,1648511999999,0.794876,C-ETH
BTCUSDT,1,41198.300000,44027.635974,0.3300,1647878399999,1648166399999,take_profit,1.37352,0.1000,1.35352,0.44666,39783.632013,44027.635974,1648483199999,0.830420,C-BTC
BTCUSDT,-1,47410.900000,44572.912175,0.3300,1648483199999,1648799999999,take_profit,1.19718,0.1000,1.17718,0.38848,48829.893912,44572.912175,1649087999999,0.799722,C-BTC
ETHUSDT,-1,3349.480000,3468.786713,1.0000,1648742399999,1648857599999,stop_loss,-0.71238,0.1000,-0.73238,-0.73238,3468.786713,3110.866574,1649347199999,0.796316,C-ETH
ETHUSDT,1,3443.070000,3313.700474,0.3300,1648943999999,1649231999999,stop_loss,-0.75148,0.1000,-0.77148,-0.25458,3313.700474,3701.809052,1649548799999,0.639125,C-ETH
ETHUSDT,-1,3222.400000,3112.310000,0.3300,1649318399999,1649923200000,timeout,0.68328,0.1000,0.66328,0.21888,3364.894694,2937.410612,1649923199999,0.797998,C-ETH
ETHUSDT,-1,3032.640000,3145.959145,0.3300,1650009599999,1650470399999,stop_loss,-0.74734,0.1000,-0.76734,-0.25322,3145.959145,2806.001709,1650614399999,0.707417,C-ETH
ETHUSDT,1,2948.590000,2826.026569,0.3300,1650643199999,1650873599999,stop_loss,-0.83134,0.1000,-0.85134,-0.28094,2826.026569,3193.716863,1651247999999,0.630393,C-ETH
ETHUSDT,1,2887.570000,2755.725129,0.3300,1651103999999,1651363199999,stop_loss,-0.91318,0.1000,-0.93318,-0.30796,2755.725129,3151.259741,1651708799999,0.670228,C-ETH
BTCUSDT,1,37944.100000,36619.613815,1.0000,1651391999999,1651766399999,stop_loss,-0.69812,0.1000,-0.71812,-0.71812,36619.613815,40593.072371,1651996799999,0.765026,C-BTC
BTCUSDT,1,35995.300000,34363.486848,1.0000,1651881599999,1651996799999,stop_loss,-0.90668,0.1000,-0.92668,-0.92668,34363.486848,39258.926305,1652486399999,0.560951,C-BTC
ETHUSDT,-1,2746.370000,2490.677921,0.3300,1651795199999,1652054399999,take_profit,1.86204,0.1000,1.84204,0.60788,2874.216039,2490.677921,1652399999999,0.757245,C-ETH
BTCUSDT,-1,30172.300000,30251.600000,1.0000,1652428799999,1653033600000,timeout,-0.05256,0.1000,-0.07256,-0.07256,33090.335553,24336.228894,1653033599999,0.657752,C-BTC
ETHUSDT,-1,1979.270000,1728.261165,0.3300,1653148799999,1653580799999,take_profit,2.53638,0.1000,2.51638,0.8304,2104.774417,1728.261165,1653753599999,0.691798,C-ETH
BTCUSDT,1,29411.100000,28871.000000,1.0000,1653119999999,1653724800000,timeout,-0.36728,0.1000,-0.38728,-0.38728,27779.193105,32674.913790,1653724799999,0.680612,C-BTC
ETHUSDT,-1,1794.150000,1907.151665,0.3300,1653753599999,1653897599999,stop_loss,-1.25966,0.1000,-1.27966,-0.4223,1907.151665,1568.146670,1654358399999,0.733260,C-ETH
BTCUSDT,1,29000.400000,31006.714740,1.0000,1653811199999,1653955199999,take_profit,1.38364,0.1000,1.36364,1.36364,27997.242630,31006.714740,1654415999999,0.822430,C-BTC
BTCUSDT,1,31797.800000,30599.247545,0.3300,1654041599999,1654127999999,stop_loss,-0.75386,0.1000,-0.77386,-0.25538,30599.247545,34194.904910,1654646399999,0.705841,C-BTC
BTCUSDT,-1,30424.300000,31607.514737,0.3300,1654243199999,1654531199999,stop_loss,-0.7778,0.1000,-0.7978,-0.26328,31607.514737,28057.870527,1654847999999,0.749302,C-BTC
ETHUSDT,-1,1930.780000,1727.339825,0.3300,1654070399999,1654588799999,take_profit,2.10734,0.1000,2.08734,0.68882,2032.500088,1727.339825,1654675199999,0.746988,C-ETH
BTCUSDT,-1,29876.000000,31080.163776,0.3300,1654617599999,1654646399999,stop_loss,-0.8061,0.1000,-0.8261,-0.27262,31080.163776,27467.672447,1655222399999,0.854007,C-BTC
ETHUSDT,-1,1805.590000,1604.956074,0.3300,1654675199999,1654963199999,take_profit,2.22236,0.1000,2.20236,0.72678,1905.906963,1604.956074,1655279999999,0.750882,C-ETH
ETHUSDT,-1,1127.880000,1274.657535,0.3300,1655683199999,1656259199999,stop_loss,-2.60272,0.1000,-2.62272,-0.8655,1274.657535,834.324930,1656287999999,0.725863,C-ETH
ETHUSDT,-1,1186.630000,1005.189944,0.3300,1656345599999,1656604799999,take_profit,3.05808,0.1000,3.03808,1.00256,1277.350028,1005.189944,1656950399999,0.897342,C-ETH
ETHUSDT,1,1041.390000,1203.032576,0.3300,1656748799999,1657151999999,take_profit,3.10436,0.1000,3.08436,1.01784,960.568712,1203.032576,1657353599999,0.784592,C-ETH
