symbol,direction,entry_price,exit_price,weight_factor,open_time,close_time,exit_reason,pnl_pct,fee_pct,net_pnl_pct,weighted_pnl,stop_loss_price,take_profit_price,timeout_time
MKRUSDT,-1,1436.100000,1286.726449,0.3500,1743062399999,1743321599999,take_profit,10.4013,0.1000,10.3013,3.6055,1510.786775,1286.726449,1743667199999
BCHUSDT,-1,303.870000,272.304630,0.3300,1743667199999,1743983999999,take_profit,10.3878,0.1000,10.2878,3.3950,319.652685,272.304630,1744271999999
MKRUSDT,-1,1314.900000,1135.942777,0.6100,1743753599999,1743983999999,take_profit,13.6099,0.1000,13.5099,8.2411,1404.378612,1135.942777,1744358399999
BCHUSDT,-1,279.710000,298.124184,0.5500,1744127999999,1744243199999,stop_loss,-6.5833,0.1000,-6.6833,-3.6758,298.124184,242.881632,1744732799999
BCHUSDT,-1,309.950000,329.768253,0.6500,1744387199999,1744473599999,stop_loss,-6.3940,0.1000,-6.4940,-4.2211,329.768253,270.313493,1744991999999
BCHUSDT,-1,342.580000,340.490000,0.7800,1744617599999,1745222400000,timeout,0.6101,0.1000,0.5101,0.3979,364.385676,298.968648,1745222399999
BCHUSDT,1,352.460000,365.660000,0.4000,1745510399999,1746115200000,timeout,3.7451,0.1000,3.6451,1.4580,335.904082,385.571837,1746115199999
LDOUSDT,-1,1.089100,1.160530,0.8400,1746979199999,1747036799999,stop_loss,-6.5586,0.1000,-6.6586,-5.5932,1.160530,0.946240,1747583999999
BCHUSDT,-1,419.340000,392.920000,0.8200,1746719999999,1747324800000,timeout,6.3004,0.1000,6.2004,5.0843,440.766557,376.486886,1747324799999
LDOUSDT,-1,0.987600,0.898300,0.8800,1747411199999,1748016000000,timeout,9.0421,0.1000,8.9421,7.8691,1.067595,0.827609,1748015999999
MKRUSDT,1,1711.000000,1685.500000,1.0000,1747756799999,1748361600000,timeout,-1.4904,0.1000,-1.5904,-1.5904,1591.443727,1950.112547,1748361599999
BCHUSDT,-1,435.420000,404.240000,0.8900,1747987199999,1748592000000,timeout,7.1609,0.1000,7.0609,6.2842,457.030128,392.199743,1748591999999
MKRUSDT,-1,1881.500000,1678.842117,0.7600,1748966399999,1749283199999,take_profit,10.7711,0.1000,10.6711,8.1100,1982.828941,1678.842117,1749571199999
MKRUSDT,-1,1943.500000,2051.829704,0.7600,1749513599999,1749571199999,stop_loss,-5.5739,0.1000,-5.6739,-4.3122,2051.829704,1726.840592,1750118399999
LDOUSDT,-1,0.960300,0.824411,0.5500,1749686399999,1749801599999,take_profit,14.1507,0.1000,14.0507,7.7279,1.028245,0.824411,1750291199999
BCHUSDT,-1,428.440000,445.423391,0.3400,1749686399999,1749859199999,stop_loss,-3.9640,0.1000,-4.0640,-1.3818,445.423391,394.473218,1750291199999
MKRUSDT,-1,2001.300000,2125.265623,0.9900,1749715199999,1749859199999,stop_loss,-6.1943,0.1000,-6.2943,-6.2313,2125.265623,1753.368754,1750319999999
MKRUSDT,-1,2106.600000,2245.181470,0.9700,1750003199999,1750060799999,stop_loss,-6.5784,0.1000,-6.6784,-6.4781,2245.181470,1829.437059,1750607999999
TRXUSDT,1,0.272860,0.286781,0.5500,1750003199999,1750089599999,take_profit,5.1017,0.1000,5.0017,2.7510,0.265900,0.286781,1750607999999
BCHUSDT,-1,458.160000,478.996543,0.8600,1750003199999,1750147199999,stop_loss,-4.5479,0.1000,-4.6479,-3.9972,478.996543,416.486913,1750607999999
BCHUSDT,-1,459.430000,481.724711,0.9400,1750291199999,1750348799999,stop_loss,-4.8527,0.1000,-4.9527,-4.6555,481.724711,414.840577,1750895999999
MKRUSDT,1,2021.800000,1866.113412,0.9900,1750204799999,1750463999999,stop_loss,-7.7004,0.1000,-7.8004,-7.7224,1866.113412,2333.173176,1750809599999
MKRUSDT,-1,1678.200000,1817.034158,0.8600,1750607999999,1750694399999,stop_loss,-8.2728,0.1000,-8.3728,-7.2006,1817.034158,1400.531684,1751212799999
BCHUSDT,-1,469.420000,492.451535,0.9600,1750492799999,1750838399999,stop_loss,-4.9064,0.1000,-5.0064,-4.8061,492.451535,423.356930,1751097599999
MKRUSDT,-1,1987.100000,1869.200000,0.8800,1750838399999,1751443200000,timeout,5.9333,0.1000,5.8333,5.1333,2133.370508,1694.558984,1751443199999
BCHUSDT,1,488.650000,496.050000,0.9700,1750982399999,1751587200000,timeout,1.5144,0.1000,1.4144,1.3719,464.008019,537.933962,1751587199999
BCHUSDT,1,481.270000,524.037923,0.5200,1751731199999,1752220799999,take_profit,8.8865,0.1000,8.7865,4.5690,459.886038,524.037923,1752335999999
BCHUSDT,1,505.850000,485.779113,0.4700,1752364799999,1752595199999,stop_loss,-3.9678,0.1000,-4.0678,-1.9118,485.779113,545.991775,1752969599999
LDOUSDT,-1,0.907200,0.960618,0.4100,1752623999999,1752767999999,stop_loss,-5.8883,0.1000,-5.9883,-2.4552,0.960618,0.800363,1753228799999
LDOUSDT,-1,1.082200,1.159936,0.9700,1752911999999,1752998399999,stop_loss,-7.1831,0.1000,-7.2831,-7.0646,1.159936,0.926729,1753516799999
BCHUSDT,-1,513.000000,535.874604,0.8500,1752969599999,1753027199999,stop_loss,-4.4590,0.1000,-4.5590,-3.8751,535.874604,467.250792,1753574399999
BCHUSDT,-1,520.640000,544.639241,0.9100,1753171199999,1753459199999,stop_loss,-4.6096,0.1000,-4.7096,-4.2857,544.639241,472.641518,1753775999999
LDOUSDT,-1,1.110600,1.020600,0.9700,1753286399999,1753891200000,timeout,8.1037,0.1000,8.0037,7.7636,1.202094,0.927612,1753891199999
BCHUSDT,1,558.840000,531.269211,0.9500,1754035199999,1754092799999,stop_loss,-4.9336,0.1000,-5.0336,-4.7819,531.269211,613.981578,1754639999999
MKRUSDT,1,1975.100000,1846.623965,0.5300,1754006399999,1754179199999,stop_loss,-6.5048,0.1000,-6.6048,-3.5005,1846.623965,2232.052071,1754611199999
LDOUSDT,1,0.943000,1.075026,0.5100,1754553599999,1754639999999,take_profit,14.0007,0.1000,13.9007,7.0893,0.876987,1.075026,1755158399999
TRXUSDT,1,0.324900,0.337630,0.9600,1754035199999,1754640000000,timeout,3.9181,0.1000,3.8181,3.6654,0.315672,0.343357,1754639999999
BCHUSDT,1,541.050000,573.460000,0.8600,1754236799999,1754841600000,timeout,5.9902,0.1000,5.8902,5.0656,514.265832,594.618336,1754841599999
TRXUSDT,-1,0.349280,0.355835,0.3500,1755014399999,1755071999999,stop_loss,-1.8766,0.1000,-1.9766,-0.6918,0.355835,0.336171,1755619199999
BCHUSDT,1,590.980000,565.417718,0.7400,1754985599999,1755503999999,stop_loss,-4.3254,0.1000,-4.4254,-3.2748,565.417718,642.104564,1755590399999
LDOUSDT,-1,1.385200,1.276900,0.9900,1755215999999,1755820800000,timeout,7.8184,0.1000,7.7184,7.6412,1.513612,1.128376,1755820799999
TRXUSDT,-1,0.357570,0.353510,0.8400,1755215999999,1755820800000,timeout,1.1354,0.1000,1.0354,0.8698,0.365748,0.341213,1755820799999
BCHUSDT,1,595.960000,573.049072,0.3500,1755878399999,1756108799999,stop_loss,-3.8444,0.1000,-3.9444,-1.3805,573.049072,641.781856,1756483199999
LDOUSDT,-1,1.528500,1.314021,0.8600,1755964799999,1756166399999,take_profit,14.0320,0.1000,13.9320,11.9815,1.635739,1.314021,1756569599999
TRXUSDT,-1,0.365380,0.349326,0.6200,1756022399999,1756166399999,take_profit,4.3937,0.1000,4.2937,2.6621,0.373407,0.349326,1756627199999
TRXUSDT,1,0.350550,0.342289,0.6700,1756310399999,1756425599999,stop_loss,-2.3565,0.1000,-2.4565,-1.6459,0.342289,0.367072,1756915199999
TRXUSDT,1,0.337780,0.329680,0.5600,1756569599999,1757174399999,stop_loss,-2.3980,0.1000,-2.4980,-1.3989,0.329680,0.353980,1757174399999
BCHUSDT,-1,599.850000,593.330000,0.5800,1757059199999,1757664000000,timeout,1.0869,0.1000,0.9869,0.5724,623.305326,552.939348,1757663999999
MKRUSDT,1,1713.300000,1650.100000,0.5500,1757087999999,1757692800000,timeout,-3.6888,0.1000,-3.7888,-2.0838,1615.598599,1908.702801,1757692799999
LDOUSDT,1,1.328300,1.259168,0.3400,1758182399999,1758297599999,stop_loss,-5.2045,0.1000,-5.3045,-1.8035,1.259168,1.466563,1758787199999
BCHUSDT,-1,624.090000,582.936730,0.3500,1758239999999,1758527999999,take_profit,6.5941,0.1000,6.4941,2.2729,644.666635,582.936730,1758844799999
LDOUSDT,1,1.168700,1.303617,0.4500,1759334399999,1759449599999,take_profit,11.5442,0.1000,11.4442,5.1499,1.101242,1.303617,1759939199999
LDOUSDT,-1,1.189900,1.259319,0.5300,1759593599999,1759766399999,stop_loss,-5.8340,0.1000,-5.9340,-3.1450,1.259319,1.051062,1760198399999
BCHUSDT,1,590.440000,571.374021,0.3300,1759564799999,1760025599999,stop_loss,-3.2291,0.1000,-3.3291,-1.0986,571.374021,628.571958,1760169599999
LDOUSDT,1,1.169800,1.099616,0.5500,1759910399999,1760140799999,stop_loss,-5.9996,0.1000,-6.0996,-3.3548,1.099616,1.310167,1760515199999
TRXUSDT,1,0.322720,0.314752,0.9400,1760284799999,1760428799999,stop_loss,-2.4691,0.1000,-2.5691,-2.4150,0.314752,0.338657,1760889599999
BCHUSDT,1,530.680000,500.552305,0.9700,1760457599999,1760687999999,stop_loss,-5.6772,0.1000,-5.7772,-5.6039,500.552305,590.935389,1761062399999
TRXUSDT,1,0.319120,0.310794,0.9400,1760572799999,1760687999999,stop_loss,-2.6091,0.1000,-2.7091,-2.5465,0.310794,0.335772,1761177599999
TRXUSDT,1,0.312780,0.304823,0.6100,1760831999999,1761350399999,stop_loss,-2.5439,0.1000,-2.6439,-1.6128,0.304823,0.328693,1761436799999
BCHUSDT,1,468.020000,507.560000,0.8700,1760831999999,1761436800000,timeout,8.4484,0.1000,8.3484,7.2631,440.220646,523.618709,1761436799999
TRXUSDT,1,0.300010,0.292525,0.5900,1761494399999,1761782399999,stop_loss,-2.4950,0.1000,-2.5950,-1.5311,0.292525,0.314981,1762099199999
BCHUSDT,-1,562.890000,512.704452,0.7600,1761580799999,1762185599999,take_profit,8.9157,0.1000,8.8157,6.6999,587.982774,512.704452,1762185599999
TRXUSDT,-1,0.296050,0.282402,0.3700,1761983999999,1762214399999,take_profit,4.6099,0.1000,4.5099,1.6687,0.302874,0.282402,1762588799999
TRXUSDT,-1,0.282240,0.289826,0.7500,1762444799999,1762559999999,stop_loss,-2.6879,0.1000,-2.7879,-2.0909,0.289826,0.267067,1763049599999
BCHUSDT,1,470.450000,525.712256,0.8100,1762444799999,1762847999999,take_profit,11.7467,0.1000,11.6467,9.4338,442.818872,525.712256,1763049599999
TRXUSDT,-1,0.293040,0.279578,0.4700,1763078399999,1763683199999,take_profit,4.5940,0.1000,4.4940,2.1122,0.299771,0.279578,1763683199999
BCHUSDT,-1,590.160000,572.350000,0.8300,1764806399999,1765411200000,timeout,3.0178,0.1000,2.9178,2.4218,621.112806,528.254388,1765411199999
BCHUSDT,1,587.970000,620.900000,0.8600,1766303999999,1766908800000,timeout,5.6006,0.1000,5.5006,4.7305,557.470926,648.968148,1766908799999
BCHUSDT,-1,641.370000,667.214135,0.3400,1767542399999,1767628799999,stop_loss,-4.0295,0.1000,-4.1295,-1.4040,667.214135,589.681730,1768147199999
