date,net
2010-01-04,0
2010-01-05,0
2010-01-06,0
2010-01-07,0
2010-01-08,0
2010-01-11,0
2010-01-12,0
2010-01-13,0
2010-01-14,0
2010-01-15,0
2010-01-19,0
2010-01-20,0
2010-01-21,0
2010-01-22,0
2010-01-25,0
2010-01-26,0
2010-01-27,0
2010-01-28,0
2010-01-29,0
2010-02-01,0
2010-02-02,0
2010-02-03,0
2010-02-04,0
2010-02-05,0
2010-02-08,0
2010-02-09,0
2010-02-10,0
2010-02-11,0
2010-02-12,0
2010-02-16,0
2010-02-17,0
2010-02-18,0
2010-02-19,0
2010-02-22,0
2010-02-23,0
2010-02-24,0
2010-02-25,0
2010-02-26,0
2010-03-01,0
2010-03-02,0
2010-03-03,0
2010-03-04,0
2010-03-05,0
2010-03-08,0
2010-03-09,0
2010-03-10,0
2010-03-11,0
2010-03-12,0
2010-03-15,0
2010-03-16,0
2010-03-17,0
2010-03-18,0
2010-03-19,0
2010-03-22,0
2010-03-23,0
2010-03-24,0
2010-03-25,0
2010-03-26,0
2010-03-29,0
2010-03-30,0
2010-03-31,0
2010-04-01,0
2010-04-05,0
2010-04-06,0
2010-04-07,0
2010-04-08,0
2010-04-09,0
2010-04-12,0
2010-04-13,0
2010-04-14,0
2010-04-15,0
2010-04-16,0
2010-04-19,0
2010-04-20,0
2010-04-21,0
2010-04-22,0
2010-04-23,0
2010-04-26,0
2010-04-27,0
2010-04-28,0
2010-04-29,0
2010-04-30,0
2010-05-03,0
2010-05-04,0
2010-05-05,0
2010-05-06,0
2010-05-07,0
2010-05-10,0
2010-05-11,0
2010-05-12,0
2010-05-13,0
2010-05-14,0
2010-05-17,0
2010-05-18,0
2010-05-19,0
2010-05-20,0
2010-05-21,0
2010-05-24,0
2010-05-25,0
2010-05-26,0
2010-05-27,0
2010-05-28,0
2010-06-01,0
2010-06-02,0
2010-06-03,0
2010-06-04,0
2010-06-07,0
2010-06-08,0
2010-06-09,0
2010-06-10,0
2010-06-11,0
2010-06-14,0
2010-06-15,0
2010-06-16,0
2010-06-17,0
2010-06-18,0
2010-06-21,0
2010-06-22,0
2010-06-23,0
2010-06-24,0
2010-06-25,0
2010-06-28,0
2010-06-29,0
2010-06-30,0
2010-07-01,0
2010-07-02,0
2010-07-06,0
2010-07-07,0
2010-07-08,0
2010-07-09,0
2010-07-12,0
2010-07-13,0
2010-07-14,0
2010-07-15,0
2010-07-16,0
2010-07-19,0
2010-07-20,0
2010-07-21,0
2010-07-22,0
2010-07-23,0
2010-07-26,0
2010-07-27,0
2010-07-28,0
2010-07-29,0
2010-07-30,0
2010-08-02,0
2010-08-03,0
2010-08-04,-0.013731764151004255
2010-08-05,-0.013812891189487491
2010-08-06,0.0043710541474207987
2010-08-09,-0.010038252780012597
2010-08-10,-0.035891678241389086
2010-08-11,-0.013766947884086674
2010-08-12,0.01834920631342396
2010-08-13,-0.00034085632428585794
2010-08-16,-0.007425539450080257
2010-08-17,0.017111790928956129
2010-08-18,0.015941756156412197
2010-08-19,0.012779871127318793
2010-08-20,0.0005516511165275939
2010-08-23,-0.021061444107334949
2010-08-24,-0.0025664768615479196
2010-08-25,0.022101553029978863
2010-08-26,-0.0050026244232884414
2010-08-27,0.016866632262869011
2010-08-30,-0.021921264125730578
2010-08-31,-0.020449478735865698
2010-09-01,0.0067746505845957816
2010-09-02,0.034710916325932262
2010-09-03,0.010120535327237992
2010-09-07,0.0023140342449232275
2010-09-08,0.025781063809150753
2010-09-09,0.0023907526889196508
2010-09-10,-0.011348253869570968
2010-09-13,0.027612483207018122
2010-09-14,-0.023582817920371865
2010-09-15,0.01610086556961662
2010-09-16,-0.0066008890930203514
2010-09-17,-0.0080111619900702907
2010-09-20,-0.0060903355301708964
2010-09-21,-0.021761808011473205
2010-09-22,-0.0027698636644831946
2010-09-23,0.019637917231976939
2010-09-24,0.018138903265242194
2010-09-27,0.0018680078634475406
2010-09-28,-0.013449105254421514
2010-09-29,0.023432111641931892
2010-09-30,-0.0025924042385618972
2010-10-01,-0.012030147033622081
2010-10-04,0.00059398919294708274
2010-10-05,-0.0026063529742293957
2010-10-06,-0.0059822900221622715
2010-10-07,0.014142009154375905
2010-10-08,0.020513682759788453
2010-10-11,0.0054423548429991097
2010-10-12,0.0052058577846755202
2010-10-13,-0.0034279076260708093
2010-10-14,0.0064595618659750624
2010-10-15,-0.0065673591177350405
2010-10-18,0.0084277319839927665
2010-10-19,-0.019841471480514992
2010-10-20,0.007392553326892864
2010-10-21,-0.0092657217539529116
2010-10-22,0.0056066105275635447
2010-10-25,-0.0043070351251389902
2010-10-26,-0.012959324719180534
2010-10-27,0.029038919283977435
2010-10-28,-0.0017876528249177481
2010-10-29,0.00020409546220414497
2010-11-01,-0.0043855779342300526
2010-11-02,0.0078676686462679467
2010-11-03,0.0058782006713625611
2010-11-04,0.0072912241139602612
2010-11-05,0.0048019647399379448
2010-11-08,0.0008282786131187294
2010-11-09,-0.0050557609861202639
2010-11-10,-0.022441376801974298
2010-11-11,0.0088824446824940888
2010-11-12,0.0035268520983890552
2010-11-15,-0.015348604005959752
2010-11-16,-0.0062897114973184849
2010-11-17,0.0033219540964477606
2010-11-18,-0.0095214078969417162
2010-11-19,0.0018562806797058858
2010-11-22,-0.016895866488251747
2010-11-23,0.0019312177719746804
2010-11-24,0.0032869924049002547
2010-11-26,-0.0073638823996404227
