date,pnl_pct,trade_count
2022-01-20,8.4204,1
2022-02-02,-2.3514,1
2022-02-04,-10.6422,2
2022-02-08,8.1060,1
2022-02-10,-4.6462,1
2022-02-12,-2.8488,1
2022-02-15,-10.8438,2
2022-02-17,7.0991,1
2022-02-18,3.3220,1
2022-02-20,-1.9119,1
2022-02-22,2.8291,1
2022-02-24,0.7579,2
2022-02-28,-2.0648,1
2022-03-02,5.3876,1
2022-03-24,-1.4825,1
2022-03-28,1.6952,1
2022-04-01,-1.2084,1
2022-04-06,-2.3924,2
2022-04-11,2.2670,1
2022-04-14,1.0944,1
2022-04-18,-1.2661,1
2022-04-21,-1.5273,1
2022-04-22,-3.7057,1
2022-04-23,-1.2989,1
2022-04-25,-1.1767,1
2022-04-26,-2.4620,2
2022-04-30,-2.8645,2
2022-05-05,-1.1708,1
2022-05-08,3.0394,1
2022-05-20,-1.3235,1
2022-05-22,-1.3347,1
2022-05-26,3.4125,1
2022-05-28,0.5892,1
2022-05-30,-2.1115,1
2022-06-03,2.4168,1
2022-06-07,3.4441,1
2022-06-11,2.3895,2
2022-06-12,-1.6099,1
2022-06-18,-3.3368,1
2022-06-24,-3.4219,1
2022-06-26,2.4614,1
2022-06-30,-1.6811,1
2022-07-02,3.6274,1
2022-07-04,-3.8971,2
2022-07-05,-3.9464,2
2022-07-07,-1.5641,1
2022-07-12,1.1839,2
2022-07-16,2.5141,2
2022-07-18,3.1566,2
2022-07-19,-1.8593,1
2022-07-26,-2.7260,1
2022-07-28,0.3655,1
2022-08-02,-2.3045,1
2022-08-05,-0.3931,2
2022-08-10,3.2675,1
2022-08-13,-0.2101,2
2022-08-14,-1.4942,1
2022-08-16,-1.0848,1
2022-08-19,-2.8687,2
2022-08-26,-3.3460,2
2022-09-02,3.9383,1
2022-09-05,-0.2743,1
2022-09-06,-0.1447,2
2022-09-07,-1.9760,1
2022-09-09,-3.0850,2
2022-09-12,-1.2704,1
2022-09-13,2.2372,1
2022-09-15,3.1986,1
2022-09-19,3.1038,1
2022-09-21,4.8426,1
2022-09-27,-1.5276,1
2022-09-28,-1.6291,1
2022-09-30,-0.2588,1
2022-10-04,-1.5433,1
2022-10-08,-0.0986,1
2022-10-13,-1.7323,2
2022-10-22,-0.1376,2
2022-10-25,0.8842,2
2022-11-05,-0.1024,1
2022-11-08,2.6255,1
2022-11-20,1.0152,1
2022-11-22,4.2892,1
2022-11-30,-5.2755,2
2022-12-05,-2.6995,1
2022-12-09,-0.7446,1
2022-12-13,-2.9672,1
2022-12-14,-2.0320,1
2022-12-16,1.4981,1
2022-12-28,0.3009,1
2022-12-29,1.4648,1
2023-01-02,-0.5025,1
2023-01-04,-2.2207,1
2023-02-15,-3.7944,1
2023-03-03,-3.1782,1
2023-03-08,-3.2780,1
2023-03-09,-4.1630,1
2023-03-13,-4.1472,1
2023-03-22,-4.7704,1
2023-03-27,2.1259,1
2023-03-31,0.8514,1
2023-04-03,-3.7494,1
2023-04-04,7.8170,1
2023-04-10,1.9140,1
2023-04-13,-0.5917,1
2023-04-17,-0.8530,1
2023-04-19,-4.0139,2
2023-04-21,-1.0296,1
2023-04-24,-0.9840,1
2023-04-26,-1.8345,2
2023-05-01,-1.4561,1
2023-05-05,0.3812,1
2023-05-06,-1.1180,1
2023-05-08,-2.2465,2
2023-05-11,-1.2220,1
2023-05-20,-0.0171,2
2023-05-24,1.2312,1
2023-05-25,1.3178,1
2023-05-28,-1.5074,2
2023-06-05,0.5626,2
2023-06-10,0.6213,2
2023-06-14,-1.9744,2
2023-06-16,-2.0516,2
2023-06-20,0.7037,2
2023-07-01,-0.7519,1
2023-07-03,-0.2006,1
2023-07-06,-1.0446,1
2023-07-11,0.3661,1
2023-07-13,1.1417,2
2023-07-22,1.2024,2
2023-07-24,0.3641,2
2023-08-01,-0.2229,2
2023-08-07,-0.6660,1
2023-08-15,-0.5067,1
2023-08-17,0.9249,1
2023-08-29,1.5446,1
2023-08-30,0.8903,1
2023-08-31,1.4389,1
2023-09-07,-0.6348,1
2023-09-27,-1.6668,1
2023-09-28,-1.4520,1
2023-10-01,0.9724,1
2023-10-05,-0.7982,1
2023-10-09,5.2946,1
2023-10-11,1.5977,1
2023-10-15,-0.5720,1
2023-10-20,-3.5498,2
2023-11-01,-5.3539,2
2023-11-09,8.4817,2
2023-11-14,-2.3032,2
2023-11-16,-1.2845,1
2023-11-22,0.0291,1
2023-11-24,1.7811,2
2023-12-01,-0.8985,1
2023-12-02,-1.0377,1
2023-12-11,0.3157,2
2023-12-19,0.8579,1
2023-12-21,0.5680,1
2023-12-26,-1.3070,1
2023-12-27,-0.3818,1
2023-12-29,-0.9082,1
2024-01-02,1.6759,1
2024-01-10,2.4914,1
