universe,symbol,feature,horizon_bars,regime_ic,stress_minus_calm_effsize,n_obs
wide,ALGOUSDT,proxy_vol_surge_z,9,0.04052,0.15,3033
wide,ALGOUSDT,f_rate,21,0.11896,0.3618,3033
wide,ALGOUSDT,f_zscore_30,21,-0.00979,0.0697,2872
wide,ALGOUSDT,f_sign_persist_9,21,0.04656,0.0741,3033
wide,ALGOUSDT,f_mom_3,21,0.02167,-0.0059,3033
wide,ALGOUSDT,f_mom_9,21,0.01778,0.0235,3033
wide,ALGOUSDT,f_accel_3,21,0.00356,-0.0064,3033
wide,ALGOUSDT,f_extreme_persist_9,21,0.08841,-0.0026,3033
wide,ALGOUSDT,b_level,21,0.23011,0.6197,3033
wide,ALGOUSDT,b_zscore_30,21,0.02181,0.0326,3033
wide,ALGOUSDT,b_momentum_3,21,-1e-05,-0.0085,3033
wide,ALGOUSDT,fb_spread_z,21,0.00855,0.0617,2872
wide,ALGOUSDT,proxy_taker_imb,21,-0.01525,-0.0494,3033
wide,ALGOUSDT,proxy_vol_surge_z,21,0.0543,0.1252,3033
wide,AXSUSDT,f_rate,3,0.09966,0.1707,2563
wide,AXSUSDT,f_zscore_30,3,-0.01173,-0.038,2563
wide,AXSUSDT,f_sign_persist_9,3,0.16034,0.4052,2563
wide,AXSUSDT,f_mom_3,3,-0.0068,0.0005,2563
wide,AXSUSDT,f_mom_9,3,-0.04001,-0.1016,2563
wide,AXSUSDT,f_accel_3,3,0.01809,0.0379,2563
wide,AXSUSDT,f_extreme_persist_9,3,0.06631,0.2679,2563
wide,AXSUSDT,b_level,3,0.11127,0.2443,2563
wide,AXSUSDT,b_zscore_30,3,0.01576,0.0047,2563
wide,AXSUSDT,b_momentum_3,3,0.01345,0.0075,2563
wide,AXSUSDT,fb_spread_z,3,-0.01854,-0.0388,2563
wide,AXSUSDT,proxy_taker_imb,3,-0.06474,-0.1692,2563
wide,AXSUSDT,proxy_vol_surge_z,3,0.0296,0.1168,2563
wide,AXSUSDT,f_rate,9,0.1974,0.3972,2563
wide,AXSUSDT,f_zscore_30,9,0.06125,0.0697,2563
wide,AXSUSDT,f_sign_persist_9,9,0.23667,0.602,2563
wide,AXSUSDT,f_mom_3,9,0.00786,0.0095,2563
wide,AXSUSDT,f_mom_9,9,0.01936,0.0458,2563
wide,AXSUSDT,f_accel_3,9,0.0051,-0.0321,2563
wide,AXSUSDT,f_extreme_persist_9,9,0.03233,0.0855,2563
wide,AXSUSDT,b_level,9,0.1564,0.3676,2563
wide,AXSUSDT,b_zscore_30,9,0.01822,0.0209,2563
wide,AXSUSDT,b_momentum_3,9,0.00887,-0.0055,2563
wide,AXSUSDT,fb_spread_z,9,0.0086,0.0506,2563
wide,AXSUSDT,proxy_taker_imb,9,-0.05682,-0.1293,2563
wide,AXSUSDT,proxy_vol_surge_z,9,0.0073,0.0302,2563
wide,AXSUSDT,f_rate,21,0.20138,0.3903,2563
wide,AXSUSDT,f_zscore_30,21,0.07506,0.1845,2563
wide,AXSUSDT,f_sign_persist_9,21,0.20938,0.561,2563
wide,AXSUSDT,f_mom_3,21,0.02808,0.0522,2563
wide,AXSUSDT,f_mom_9,21,0.04742,0.1139,2563
wide,AXSUSDT,f_accel_3,21,0.02526,-0.0,2563
wide,AXSUSDT,f_extreme_persist_9,21,0.00138,-0.0463,2563
wide,AXSUSDT,b_level,21,0.17415,0.4429,2563
wide,AXSUSDT,b_zscore_30,21,0.0415,0.0915,2563
wide,AXSUSDT,b_momentum_3,21,0.00405,-0.0068,2563
wide,AXSUSDT,fb_spread_z,21,0.03659,0.1088,2563
wide,AXSUSDT,proxy_taker_imb,21,-0.06968,-0.154,2563
wide,AXSUSDT,proxy_vol_surge_z,21,0.01093,0.0456,2563
wide,CHZUSDT,f_rate,3,0.05194,-0.0359,2377
wide,CHZUSDT,f_zscore_30,3,-0.03684,-0.0493,2377
wide,CHZUSDT,f_sign_persist_9,3,0.0249,-0.0917,2377
wide,CHZUSDT,f_mom_3,3,-0.03566,-0.0334,2377
wide,CHZUSDT,f_mom_9,3,-0.04331,-0.157,2377
wide,CHZUSDT,f_accel_3,3,0.0069,0.012,2377
wide,CHZUSDT,f_extreme_persist_9,3,0.07831,0.0158,2377
wide,CHZUSDT,b_level,3,0.09048,0.1968,2377
wide,CHZUSDT,b_zscore_30,3,-0.02586,-0.0832,2377
wide,CHZUSDT,b_momentum_3,3,-0.04574,-0.0709,2377
wide,CHZUSDT,fb_spread_z,3,0.00345,0.0102,2377
wide,CHZUSDT,proxy_taker_imb,3,-0.06319,-0.1719,2377
wide,CHZUSDT,proxy_vol_surge_z,3,0.10379,0.1836,2377
wide,CHZUSDT,f_rate,9,0.18042,0.2078,2377
wide,CHZUSDT,f_zscore_30,9,0.03647,0.1939,2377
wide,CHZUSDT,f_sign_persist_9,9,0.06207,-0.0184,2377
wide,CHZUSDT,f_mom_3,9,0.02965,0.0169,2377
wide,CHZUSDT,f_mom_9,9,0.08052,0.0733,2377
wide,CHZUSDT,f_accel_3,9,0.00582,-0.0292,2377
wide,CHZUSDT,f_extreme_persist_9,9,0.05487,-0.0334,2377
wide,CHZUSDT,b_level,9,0.22341,0.4951,2377
wide,CHZUSDT,b_zscore_30,9,0.08746,0.1994,2377
wide,CHZUSDT,b_momentum_3,9,0.02903,0.0577,2377
wide,CHZUSDT,fb_spread_z,9,-0.01091,0.0487,2377
wide,CHZUSDT,proxy_taker_imb,9,-0.06057,-0.1741,2377
wide,CHZUSDT,proxy_vol_surge_z,9,0.05217,0.0628,2377
wide,CHZUSDT,f_rate,21,0.13967,0.2483,2377
wide,CHZUSDT,f_zscore_30,21,0.01275,0.1056,2377
wide,CHZUSDT,f_sign_persist_9,21,0.04644,-0.0442,2377
wide,CHZUSDT,f_mom_3,21,0.02241,0.0415,2377
wide,CHZUSDT,f_mom_9,21,0.02378,0.1303,2377
wide,CHZUSDT,f_accel_3,21,0.01865,-0.0071,2377
wide,CHZUSDT,f_extreme_persist_9,21,0.06516,0.0283,2377
wide,CHZUSDT,b_level,21,0.19158,0.444,2377
wide,CHZUSDT,b_zscore_30,21,0.06326,0.1457,2377
wide,CHZUSDT,b_momentum_3,21,0.02219,0.043,2377
wide,CHZUSDT,fb_spread_z,21,-0.02443,0.0008,2377
wide,CHZUSDT,proxy_taker_imb,21,-0.08665,-0.2409,2377
wide,CHZUSDT,proxy_vol_surge_z,21,0.0027,-0.0265,2377
wide,CRVUSDT,f_rate,3,0.09101,0.1322,2803
wide,CRVUSDT,f_zscore_30,3,-0.02264,0.018,2705
wide,CRVUSDT,f_sign_persist_9,3,0.05761,0.1431,2803
wide,CRVUSDT,f_mom_3,3,0.00508,-0.0143,2803
wide,CRVUSDT,f_mom_9,3,0.01062,0.012,2803
wide,CRVUSDT,f_accel_3,3,0.01609,-0.0377,2803
wide,CRVUSDT,f_extreme_persist_9,3,0.08866,0.0739,2803
wide,CRVUSDT,b_level,3,0.07012,0.1453,2803
wide,CRVUSDT,b_zscore_30,3,-0.03072,-0.0917,2803
wide,CRVUSDT,b_momentum_3,3,-0.02419,-0.0648,2803
wide,CRVUSDT,fb_spread_z,3,0.03482,0.0736,2705
wide,CRVUSDT,proxy_taker_imb,3,-0.01058,0.0429,2803
wide,CRVUSDT,proxy_vol_surge_z,3,0.083,0.1778,2803
wide,CRVUSDT,f_rate,9,0.08301,0.1402,2803
wide,CRVUSDT,f_zscore_30,9,-0.05114,-0.0404,2705
wide,CRVUSDT,f_sign_persist_9,9,0.07257,0.1843,2803
wide,CRVUSDT,f_mom_3,9,-0.00721,-0.0822,2803
wide,CRVUSDT,f_mom_9,9,0.00159,-0.0825,2803
wide,CRVUSDT,f_accel_3,9,-0.00284,-0.0418,2803
wide,CRVUSDT,f_extreme_persist_9,9,0.03757,0.1217,2803
wide,CRVUSDT,b_level,9,0.12968,0.3041,2803
wide,CRVUSDT,b_zscore_30,9,0.00878,0.0039,2803
wide,CRVUSDT,b_momentum_3,9,-0.0038,-0.0122,2803
wide,CRVUSDT,fb_spread_z,9,-0.01586,-0.0315,2705
wide,CRVUSDT,proxy_taker_imb,9,-0.02102,0.0343,2803
wide,CRVUSDT,proxy_vol_surge_z,9,0.06419,0.1982,2803
wide,CRVUSDT,f_rate,21,0.10855,0.2647,2803
wide,CRVUSDT,f_zscore_30,21,-0.08933,-0.1025,2705
wide,CRVUSDT,f_sign_persist_9,21,0.11686,0.3169,2803
wide,CRVUSDT,f_mom_3,21,-0.01038,-0.0024,2803
wide,CRVUSDT,f_mom_9,21,-0.02047,-0.0052,2803
wide,CRVUSDT,f_accel_3,21,0.02462,-0.0084,2803
wide,CRVUSDT,f_extreme_persist_9,21,0.0156,0.1119,2803
wide,CRVUSDT,b_level,21,0.10199,0.2434,2803
wide,CRVUSDT,b_zscore_30,21,-0.01625,-0.0353,2803
wide,CRVUSDT,b_momentum_3,21,0.00041,0.0039,2803
wide,CRVUSDT,fb_spread_z,21,-0.02706,-0.062,2705
wide,CRVUSDT,proxy_taker_imb,21,-0.05488,-0.0925,2803
wide,CRVUSDT,proxy_vol_surge_z,21,0.03211,0.0684,2803
wide,EOSUSDT,f_rate,3,0.01867,0.0571,3513
wide,EOSUSDT,f_zscore_30,3,-0.03175,-0.0649,3513
wide,EOSUSDT,f_sign_persist_9,3,-0.03023,-0.1364,3513
wide,EOSUSDT,f_mom_3,3,0.01186,-0.0074,3513
wide,EOSUSDT,f_mom_9,3,-0.00807,-0.0555,3513
wide,EOSUSDT,f_accel_3,3,0.00101,0.0175,3513
wide,EOSUSDT,f_extreme_persist_9,3,0.08483,0.0598,3513
wide,EOSUSDT,b_level,3,0.05395,0.131,3513
wide,EOSUSDT,b_zscore_30,3,-0.04448,-0.1361,3513
wide,EOSUSDT,b_momentum_3,3,-0.02102,-0.0825,3513
wide,EOSUSDT,fb_spread_z,3,0.02724,0.0235,3513
wide,EOSUSDT,proxy_taker_imb,3,-0.01736,-0.0428,3513
wide,EOSUSDT,proxy_vol_surge_z,3,0.08643,0.2365,3513
wide,EOSUSDT,f_rate,9,0.05596,0.1537,3513
wide,EOSUSDT,f_zscore_30,9,-0.05692,-0.062,3513
wide,EOSUSDT,f_sign_persist_9,9,0.02092,-0.0114,3513
wide,EOSUSDT,f_mom_3,9,-0.01538,-0.0302,3513
wide,EOSUSDT,f_mom_9,9,-0.02541,-0.0844,3513
wide,EOSUSDT,f_accel_3,9,-0.01031,0.0015,3513
wide,EOSUSDT,f_extreme_persist_9,9,0.09133,0.0487,3513
wide,EOSUSDT,b_level,9,0.12004,0.3176,3513
wide,EOSUSDT,b_zscore_30,9,-0.02556,-0.0767,3513
wide,EOSUSDT,b_momentum_3,9,0.00711,0.0146,3513
wide,EOSUSDT,fb_spread_z,9,-0.01386,-0.0104,3513
wide,EOSUSDT,proxy_taker_imb,9,-0.03674,-0.0864,3513
wide,EOSUSDT,proxy_vol_surge_z,9,0.06145,0.1468,3513
wide,EOSUSDT,f_rate,21,0.12853,0.3364,3513
wide,EOSUSDT,f_zscore_30,21,-0.00235,0.0794,3513
wide,EOSUSDT,f_sign_persist_9,21,0.09854,0.1885,3513
wide,EOSUSDT,f_mom_3,21,-0.00237,0.0039,3513
wide,EOSUSDT,f_mom_9,21,0.01304,0.0441,3513
wide,EOSUSDT,f_accel_3,21,-0.01266,-0.0179,3513
wide,EOSUSDT,f_extreme_persist_9,21,0.03772,0.0669,3513
wide,EOSUSDT,b_level,21,0.17515,0.4571,3513
wide,EOSUSDT,b_zscore_30,21,0.01775,0.0354,3513
wide,EOSUSDT,b_momentum_3,21,0.01398,0.0309,3513
wide,EOSUSDT,fb_spread_z,21,0.00601,0.0519,3513
wide,EOSUSDT,proxy_taker_imb,21,-0.01777,-0.0231,3513
wide,EOSUSDT,proxy_vol_surge_z,21,0.05508,0.1288,3513
wide,GRTUSDT,f_rate,3,0.13127,0.2301,2476
wide,GRTUSDT,f_zscore_30,3,-0.05144,-0.0676,2476
wide,GRTUSDT,f_sign_persist_9,3,0.08058,0.1642,2476
wide,GRTUSDT,f_mom_3,3,-0.03725,-0.045,2476
wide,GRTUSDT,f_mom_9,3,-0.02695,-0.0614,2476
wide,GRTUSDT,f_accel_3,3,-0.00048,-0.0449,2476
wide,GRTUSDT,f_extreme_persist_9,3,0.03409,0.0315,2476
wide,GRTUSDT,b_level,3,0.13507,0.3672,2476
wide,GRTUSDT,b_zscore_30,3,-0.02322,-0.0688,2476
wide,GRTUSDT,b_momentum_3,3,-0.02002,-0.04,2476
wide,GRTUSDT,fb_spread_z,3,-0.00039,-0.0184,2476
wide,GRTUSDT,proxy_taker_imb,3,0.00107,-0.0143,2476
wide,GRTUSDT,proxy_vol_surge_z,3,0.09466,0.2296,2476
wide,GRTUSDT,f_rate,9,0.23297,0.4434,2476
wide,GRTUSDT,f_zscore_30,9,-0.01987,0.1029,2476
wide,GRTUSDT,f_sign_persist_9,9,0.12653,0.2835,2476
wide,GRTUSDT,f_mom_3,9,-0.00721,-0.0409,2476
wide,GRTUSDT,f_mom_9,9,0.0316,0.0803,2476
wide,GRTUSDT,f_accel_3,9,0.01968,-0.0176,2476
wide,GRTUSDT,f_extreme_persist_9,9,-0.01412,0.0731,2476
wide,GRTUSDT,b_level,9,0.22754,0.624,2476
wide,GRTUSDT,b_zscore_30,9,0.00525,0.003,2476
wide,GRTUSDT,b_momentum_3,9,-0.01596,-0.0403,2476
wide,GRTUSDT,fb_spread_z,9,0.02576,0.0964,2476
wide,GRTUSDT,proxy_taker_imb,9,-0.03993,-0.0768,2476
wide,GRTUSDT,proxy_vol_surge_z,9,0.06517,0.1986,2476
wide,GRTUSDT,f_rate,21,0.22065,0.3798,2476
wide,GRTUSDT,f_zscore_30,21,-0.00722,0.1491,2476
wide,GRTUSDT,f_sign_persist_9,21,0.10946,0.209,2476
wide,GRTUSDT,f_mom_3,21,-0.00084,-0.0118,2476
wide,GRTUSDT,f_mom_9,21,0.02659,0.026,2476
wide,GRTUSDT,f_accel_3,21,0.02502,-0.0136,2476
wide,GRTUSDT,f_extreme_persist_9,21,0.04512,0.0263,2476
wide,GRTUSDT,b_level,21,0.26949,0.7033,2476
wide,GRTUSDT,b_zscore_30,21,0.04362,0.1006,2476
wide,GRTUSDT,b_momentum_3,21,-0.00034,0.0053,2476
wide,GRTUSDT,fb_spread_z,21,-0.00354,0.0751,2476
wide,GRTUSDT,proxy_taker_imb,21,-0.04024,-0.0713,2476
wide,GRTUSDT,proxy_vol_surge_z,21,0.08227,0.1919,2476
wide,THETAUSDT,f_rate,3,0.08825,0.25,3093
wide,THETAUSDT,f_zscore_30,3,-0.01922,0.0421,3093
wide,THETAUSDT,f_sign_persist_9,3,0.03653,0.0118,3093
wide,THETAUSDT,f_mom_3,3,-0.00021,0.0126,3093
wide,THETAUSDT,f_mom_9,3,0.02074,-0.0039,3093
wide,THETAUSDT,f_accel_3,3,0.01607,0.0412,3093
wide,THETAUSDT,f_extreme_persist_9,3,0.10946,-0.032,3093
wide,THETAUSDT,b_level,3,0.10131,0.2851,3093
wide,THETAUSDT,b_zscore_30,3,-0.02132,-0.0636,3093
wide,THETAUSDT,b_momentum_3,3,-0.02188,-0.051,3093
wide,THETAUSDT,fb_spread_z,3,0.02026,0.0775,3093
wide,THETAUSDT,proxy_taker_imb,3,0.00507,-0.0307,3093
wide,THETAUSDT,proxy_vol_surge_z,3,0.04964,0.1169,3093
wide,THETAUSDT,f_rate,9,0.153,0.4338,3093
wide,THETAUSDT,f_zscore_30,9,-0.02457,0.0702,3093
wide,THETAUSDT,f_sign_persist_9,9,0.12141,0.178,3093
wide,THETAUSDT,f_mom_3,9,0.01317,0.0154,3093
wide,THETAUSDT,f_mom_9,9,-0.01219,0.0023,3093
wide,THETAUSDT,f_accel_3,9,0.03682,0.0303,3093
wide,THETAUSDT,f_extreme_persist_9,9,0.1181,-0.0586,3093
wide,THETAUSDT,b_level,9,0.16906,0.4698,3093
wide,THETAUSDT,b_zscore_30,9,-0.02028,-0.0628,3093
wide,THETAUSDT,b_momentum_3,9,-0.00585,-0.0232,3093
wide,THETAUSDT,fb_spread_z,9,0.01864,0.1033,3093
wide,THETAUSDT,proxy_taker_imb,9,-0.02559,-0.0693,3093
wide,THETAUSDT,proxy_vol_surge_z,9,0.02388,0.113,3093
wide,THETAUSDT,f_rate,21,0.19198,0.504,3093
wide,THETAUSDT,f_zscore_30,21,-0.03079,0.0744,3093
wide,THETAUSDT,f_sign_persist_9,21,0.13856,0.149,3093
wide,THETAUSDT,f_mom_3,21,0.02067,0.0263,3093
wide,THETAUSDT,f_mom_9,21,0.02002,0.0327,3093
wide,THETAUSDT,f_accel_3,21,0.02352,0.0017,3093
wide,THETAUSDT,f_extreme_persist_9,21,0.07669,0.0297,3093
wide,THETAUSDT,b_level,21,0.23904,0.6518,3093
wide,THETAUSDT,b_zscore_30,21,0.01126,0.0189,3093
wide,THETAUSDT,b_momentum_3,21,0.01099,0.0273,3093
wide,THETAUSDT,fb_spread_z,21,-0.00242,0.0578,3093
wide,THETAUSDT,proxy_taker_imb,21,-0.0224,-0.063,3093
wide,THETAUSDT,proxy_vol_surge_z,21,0.06624,0.1695,3093
wide,VETUSDT,f_rate,3,0.11303,0.2075,3387
wide,VETUSDT,f_zscore_30,3,-0.05131,-0.0242,3063
wide,VETUSDT,f_sign_persist_9,3,0.11007,0.1954,3387
wide,VETUSDT,f_mom_3,3,-0.00314,-0.0495,3387
wide,VETUSDT,f_mom_9,3,-0.01494,-0.0586,3387
wide,VETUSDT,f_accel_3,3,0.00686,-0.0433,3387
wide,VETUSDT,f_extreme_persist_9,3,0.05806,0.0978,3387
wide,VETUSDT,b_level,3,0.14647,0.3816,3387
wide,VETUSDT,b_zscore_30,3,-0.01578,-0.0464,3387
wide,VETUSDT,b_momentum_3,3,-0.02119,-0.0473,3387
wide,VETUSDT,fb_spread_z,3,-0.00819,-0.0054,3063
wide,VETUSDT,proxy_taker_imb,3,-0.02746,-0.0756,3387
wide,VETUSDT,proxy_vol_surge_z,3,0.09492,0.2307,3387
wide,VETUSDT,f_rate,9,0.1763,0.3494,3387
wide,VETUSDT,f_zscore_30,9,-0.08866,-0.0227,3063
wide,VETUSDT,f_sign_persist_9,9,0.13414,0.2594,3387
wide,VETUSDT,f_mom_3,9,-0.00694,-0.0016,3387
wide,VETUSDT,f_mom_9,9,-0.00306,-0.0371,3387
wide,VETUSDT,f_accel_3,9,0.01687,0.0039,3387
wide,VETUSDT,f_extreme_persist_9,9,0.09224,0.2122,3387
wide,VETUSDT,b_level,9,0.23892,0.6368,3387
wide,VETUSDT,b_zscore_30,9,-0.01716,-0.0641,3387
wide,VETUSDT,b_momentum_3,9,-0.0126,-0.0302,3387
wide,VETUSDT,fb_spread_z,9,0.00141,0.0253,3063
wide,VETUSDT,proxy_taker_imb,9,-0.04486,-0.0996,3387
wide,VETUSDT,proxy_vol_surge_z,9,0.07182,0.2034,3387
wide,VETUSDT,f_rate,21,0.23715,0.5015,3387
wide,VETUSDT,f_zscore_30,21,-0.02199,0.0997,3063
wide,VETUSDT,f_sign_persist_9,21,0.23849,0.4428,3387
wide,VETUSDT,f_mom_3,21,0.00456,-0.0053,3387
wide,VETUSDT,f_mom_9,21,0.01747,0.0349,3387
wide,VETUSDT,f_accel_3,21,0.02526,-0.0223,3387
wide,VETUSDT,f_extreme_persist_9,21,0.02509,0.1039,3387
wide,VETUSDT,b_level,21,0.31331,0.823,3387
wide,VETUSDT,b_zscore_30,21,0.03677,0.0696,3387
wide,VETUSDT,b_momentum_3,21,-0.00196,-0.0041,3387
wide,VETUSDT,fb_spread_z,21,-0.00077,0.0392,3063
wide,VETUSDT,proxy_taker_imb,21,-0.06563,-0.155,3387
wide,VETUSDT,proxy_vol_surge_z,21,0.05333,0.1605,3387
