feature_name,mean_gain,importance_rank
vol_atr_14,18881.5192,1
trend_aroon_osc_50,15505.583,2
oi_delta_30_z90,10400.6772,3
mom_macd_line_12_26_9,10397.7164,4
btc_funding_spread_30_90,9643.0967,5
interact_natr_x_adx,8751.5254,6
stat_autocorr_lag5,7949.8554,7
stat_skew_20,7011.3512,8
vol_natr_14,6711.3043,9
stat_kurtosis_20,6332.6548,10
vol_bb_bandwidth_20,5221.5145,11
trend_adx_14,5051.1854,12
mr_pct_from_low_20,4646.6533,13
mr_pct_from_high_20,4376.7726,14
mom_macd_hist_12_26_9,4185.6863,15
long_short_zscore_30,3917.1327,16
funding_rate_zscore_90,3744.4191,17
vol_cmf_14,3661.512,18
funding_rate_zscore_30,3585.6545,19
trend_minus_di_14,2570.6152,20
vol_mfi_14,2507.8238,21
trend_plus_di_14,2003.8072,22
trend_aroon_osc_14,1627.8753,23
interact_rsi_x_natr,1547.8094,24
interact_rsi_x_adx,1485.0058,25
mom_stoch_d_14,1304.4539,26
interact_stoch_x_adx,1261.2464,27
mom_willr_14,1149.7557,28
trend_ema_cross_5_12,995.2199,29
regime_momentum_signed_5d,927.8274,30
mom_roc_10,919.0235,31
stat_return_5,891.8435,32
mom_rsi_14,875.6887,33
mom_stoch_k_14,787.693,34
vol_range_spike_72,648.9522,35
vol_volume_rel_20,606.3572,36
cal_dow_norm,600.1758,37
interact_ret1_x_natr,458.9903,38
trend_supertrend_14_3,443.0369,39
vol_taker_buy_ratio,390.9916,40
vol_range_spike_24,365.2427,41
vol_volume_pctchg_5,310.4668,42
stat_log_return_1,279.9476,43
interact_ret1_x_ret3,253.4768,44
mr_rsi_extreme_14,17.9796,45
cal_hour_norm,7.7471,46
dot_vs_btc_ret_ratio_30,0.0,47
eth_vs_btc_ret_ratio_30,0.0,48
