symbol,auc_min,auc_max,auc_range,auc_mean,g4_stability
ATOMUSDT,0.45693911622620065,0.5947215496368039,0.13778243341060326,0.5238053817376458,HIGH_RISK
RUNEUSDT,0.5068949954869121,0.5654863732892874,0.05859137780237533,0.5314253492270742,HIGH_RISK
AVAXUSDT,0.44119213180479855,0.6060244664895827,0.1648323346847842,0.5205108641985938,HIGH_RISK
HBARUSDT,0.4119205997254778,0.5020008858884085,0.09008028616293073,0.45751121382047516,HIGH_RISK
ICPUSDT,0.44567452449144457,0.540569536829844,0.09489501233839942,0.4911772982419795,HIGH_RISK
ALGOUSDT,0.40017870106662196,0.5221249489031203,0.12194624783649838,0.4452237706164363,HIGH_RISK
