symbol,direction,entry_price,exit_price,weight_factor,open_time,close_time,exit_reason,pnl_pct,fee_pct,net_pnl_pct,weighted_pnl,stop_loss_price,take_profit_price,timeout_time,confidence
BTCUSDT,-1,82486.700000,84332.200000,1.0000,1744387199999,1744992000000,timeout,-2.2373,0.1000,-2.3373,-2.3373,87318.022860,72824.054281,1744991999999,0.752321
BTCUSDT,-1,87400.600000,89677.056188,1.0000,1745222399999,1745337599999,stop_loss,-2.6046,0.1000,-2.7046,-2.7046,89677.056188,82847.687624,1745827199999,0.780132
BTCUSDT,-1,96793.900000,99528.019705,1.0000,1746115199999,1746719999999,stop_loss,-2.8247,0.1000,-2.9247,-2.9247,99528.019705,91325.660589,1746719999999,0.787552
BTCUSDT,-1,102941.900000,103412.200000,1.0000,1746835199999,1747440000000,timeout,-0.4569,0.1000,-0.5569,-0.5569,105923.400900,96978.898199,1747439999999,0.756056
BTCUSDT,-1,103079.600000,105486.582917,1.0000,1747526399999,1747583999999,stop_loss,-2.3351,0.1000,-2.4351,-2.4351,105486.582917,98265.634166,1748131199999,0.731136
BTCUSDT,-1,105531.600000,108899.686005,0.3300,1747699199999,1747843199999,stop_loss,-3.1915,0.1000,-3.2915,-1.0862,108899.686005,98795.427990,1748303999999,0.754779
BTCUSDT,-1,107637.100000,104230.900000,0.3300,1748159999999,1748764800000,timeout,3.1645,0.1000,3.0645,1.0113,111302.600565,100306.098870,1748764799999,0.635783
BTCUSDT,1,107134.900000,105065.007113,1.0000,1751356799999,1751443199999,stop_loss,-1.9320,0.1000,-2.0320,-2.0320,105065.007113,111274.685773,1751961599999,0.726666
BTCUSDT,1,109089.800000,111350.000000,1.0000,1751558399999,1752163200000,timeout,2.0719,0.1000,1.9719,1.9719,106767.930822,113733.538357,1752163199999,0.764640
BTCUSDT,-1,117075.600000,120014.782236,1.0000,1752335999999,1752479999999,stop_loss,-2.5105,0.1000,-2.6105,-2.6105,120014.782236,111197.235529,1752940799999,0.891241
BTCUSDT,-1,118590.700000,118713.400000,1.0000,1752710399999,1753315200000,timeout,-0.1035,0.1000,-0.2035,-0.2035,122026.524900,111719.050200,1753315199999,0.765756
BTCUSDT,1,118873.200000,116382.579411,1.0000,1753689599999,1753919999999,stop_loss,-2.0952,0.1000,-2.1952,-2.1952,116382.579411,123854.441178,1754294399999,0.768941
BTCUSDT,1,112508.800000,116422.100000,0.3300,1754179199999,1754784000000,timeout,3.4782,0.1000,3.3782,1.1148,109657.223450,118211.953101,1754783999999,0.728296
BTCUSDT,1,110244.200000,110190.100000,1.0000,1756195199999,1756800000000,timeout,-0.0491,0.1000,-0.1491,-0.1491,106737.128632,117258.342736,1756799999999,0.708084
BTCUSDT,-1,109448.000000,112411.836664,1.0000,1757001599999,1757059199999,stop_loss,-2.7080,0.1000,-2.8080,-2.8080,112411.836664,103520.326672,1757606399999,0.693151
BTCUSDT,1,115799.400000,113691.854378,1.0000,1758009599999,1758527999999,stop_loss,-1.8200,0.1000,-1.9200,-1.9200,113691.854378,120014.491244,1758614399999,0.707087
BTCUSDT,-1,121788.300000,115078.469779,1.0000,1759852799999,1760140799999,take_profit,5.5094,0.1000,5.4094,5.4094,125143.215111,115078.469779,1760457599999,0.777601
BTCUSDT,-1,109985.600000,102803.673599,1.0000,1761782399999,1762300799999,take_profit,6.5299,0.1000,6.4299,6.4299,113576.563201,102803.673599,1762387199999,0.799650
BTCUSDT,1,96289.400000,91795.721856,1.0000,1763193599999,1763423999999,stop_loss,-4.6668,0.1000,-4.7668,-4.7668,91795.721856,105276.756289,1763798399999,0.814810
BTCUSDT,1,91508.900000,87180.579677,1.0000,1763596799999,1763683199999,stop_loss,-4.7299,0.1000,-4.8299,-4.8299,87180.579677,100165.540645,1764201599999,0.798603
BTCUSDT,-1,92034.700000,92477.600000,1.0000,1764892799999,1765497600000,timeout,-0.4812,0.1000,-0.5812,-0.5812,95859.041147,84386.017705,1765497599999,0.708230
BTCUSDT,-1,90286.100000,88240.000000,1.0000,1765612799999,1766217600000,timeout,2.2662,0.1000,2.1662,2.1662,93689.431502,83479.436996,1766217599999,0.721520
BTCUSDT,-1,89127.700000,89583.000000,1.0000,1766390399999,1766995200000,timeout,-0.5108,0.1000,-0.6108,-0.6108,91991.584734,83399.930532,1766995199999,0.713760
