split,vol_scale_floor,n_trades,weighted_pnl_sum,weighted_pnl_mean,n_wins,n_losses,win_rate,avg_win_w,avg_loss_w,win_minus_loss_w
IS,0.3,79,-7.350347999999997,-0.09304237974683541,20,44,0.25316455696202533,0.7365,0.7165909090909092,0.019909090909090876
IS,0.4,79,-7.359786999999997,-0.09316186075949363,20,44,0.25316455696202533,0.7394999999999999,0.72,0.019499999999999962
IS,0.5,79,-7.342326999999997,-0.0929408481012658,20,44,0.25316455696202533,0.7534999999999998,0.7361363636363638,0.017363636363636026
IS,0.6,79,-7.333704999999997,-0.09283170886075945,20,44,0.25316455696202533,0.7779999999999999,0.760909090909091,0.017090909090908935
OOS,0.3,48,4.163983000000002,0.08674964583333337,19,26,0.3958333333333333,0.6842105263157896,0.7149999999999999,-0.030789473684210256
OOS,0.4,48,4.105061000000001,0.08552210416666668,19,26,0.3958333333333333,0.6873684210526316,0.72,-0.032631578947368345
OOS,0.5,48,4.635266,0.09656804166666666,19,26,0.3958333333333333,0.7073684210526318,0.7346153846153847,-0.027246963562752913
OOS,0.6,48,5.090035,0.10604239583333334,19,26,0.3958333333333333,0.7400000000000001,0.7588461538461538,-0.018846153846153735
