split,symbol,method_B_n_wins,method_B_n_losses,method_B_mean_win_w,method_B_mean_loss_w,method_B_diff,method_B_welch_t,method_B_p_value,method_B_ci_lo_95,method_B_ci_hi_95,method_B_ci_excludes_zero,method_A_060_q7_diff,method_A_060_q7_welch_t,method_A_060_q7_p_value,n_killed_in_wins_partition_A
IS,BCHUSDT,34,32,0.6932352941176471,0.625,0.06823529411764706,1.2150907899998928,0.22433146589111597,-0.04184053308823532,0.1761254595588235,False,0.09868757259001171,1.3404506097659552,0.1800988913631143,7
IS,LDOUSDT,3,5,0.7066666666666667,0.5820000000000001,0.12466666666666659,0.8634719624524425,0.3878780283918086,-0.14600000000000002,0.34400000000000014,False,0.22166666666666662,1.3666098663352266,0.17174762301960378,0
IS,TRXUSDT,20,44,0.7365,0.7165909090909092,0.019909090909090876,0.34252753972477995,0.731953922317391,-0.0911897727272728,0.1296840909090908,False,-0.060790598290598186,-0.7109215556216916,0.47713284758247543,7
OOS,BCHUSDT,14,19,0.7221428571428571,0.6842105263157894,0.037932330827067706,0.49573787921646334,0.620079358268703,-0.10756766917293234,0.1800413533834586,False,0.07214285714285718,0.8755289022519696,0.38128619129656727,0
OOS,LDOUSDT,3,9,0.9,0.7111111111111111,0.18888888888888888,2.076996807131925,0.037801853910196526,0.02555555555555555,0.3566666666666666,True,0.18888888888888888,2.076996807131925,0.037801853910196526,0
OOS,TRXUSDT,19,26,0.6842105263157896,0.7149999999999999,-0.030789473684210256,-0.48766168196096193,0.6257894973144706,-0.1535480769230768,0.08788360323886618,False,-0.01392857142857129,-0.18060420736044883,0.856678253197523,1
