split,symbol,applied_floor,current_weighted_pnl_sum,counterfactual_weighted_pnl_sum,delta,delta_pct
IS,BCHUSDT,0.3,76.6059,76.60568400000001,-0.0002159999999946649,-0.0002819626164494705
IS,LDOUSDT,0.3,8.9253,8.925261000000003,-3.8999999997457735e-05,-0.0004369601021529555
IS,TRXUSDT,0.5,-7.3504000000000005,-7.342326999999997,0.008073000000003105,0.10983075750983762
OOS,BCHUSDT,0.3,24.750300000000003,24.750232000000004,-6.799999999884676e-05,-0.0002747441445107605
OOS,LDOUSDT,0.3,-6.1783,-6.1782140000000005,8.599999999958641e-05,0.0013919686645126718
OOS,TRXUSDT,0.5,4.164099999999997,4.635266,0.47116600000000286,11.314954011671267
