run_utc,fwd_sharpe_ann,fwd_maxdd,fwd_worst_month,fwd_turnover_ann,months_elapsed,worst_month_name,ff1_overlay_delta_summary
2026-07-10T03:16:28Z,nan,nan,nan,nan,0,-,
