is_bars,is_gross_pnl,is_fee_total,is_net_pnl,fee_over_abs_gross,is_gross_monthly_sharpe,is_net_monthly_sharpe,mean_turnover_per_bar,mean_gross_book_per_bar,turnover_frac_of_book,max_symbol_concentration_pct,variant,no_trade_band
3357,-0.02691,0.40236,-0.42927,14.952,-0.0229,-0.3147,0.1199,0.5454,0.22,16.9,E5_combined_candidate,0.02
