is_bars,is_gross_pnl,is_fee_total,is_net_pnl,fee_over_abs_gross,is_gross_monthly_sharpe,is_net_monthly_sharpe,mean_turnover_per_bar,mean_gross_book_per_bar,turnover_frac_of_book,max_symbol_concentration_pct,variant
3357,0.05886,1.09166,-1.0328,18.547,0.0485,-0.6548,0.3252,0.6755,0.481,12.0,E1_tercile_everybar_corrected_sign
