is_bars,is_gross_pnl,is_fee_total,is_net_pnl,fee_over_abs_gross,is_gross_monthly_sharpe,is_net_monthly_sharpe,mean_turnover_per_bar,mean_gross_book_per_bar,turnover_frac_of_book,max_symbol_concentration_pct,variant,no_trade_band
3357,-0.09343,0.50225,-0.59568,5.376,-0.0743,-0.4154,0.1496,0.5271,0.284,14.8,E4_band_0.0,0.0
3357,-0.09597,0.49558,-0.59156,5.164,-0.0763,-0.4123,0.1476,0.5272,0.28,14.8,E4_band_0.0025,0.0025
3357,-0.0951,0.48809,-0.58319,5.132,-0.076,-0.4085,0.1454,0.5279,0.275,14.6,E4_band_0.005,0.005
3357,-0.08183,0.47953,-0.56136,5.86,-0.065,-0.3903,0.1428,0.528,0.271,15.1,E4_band_0.0075,0.0075
3357,-0.06209,0.4671,-0.52919,7.522,-0.049,-0.363,0.1391,0.5302,0.262,15.3,E4_band_0.01,0.01
3357,-0.10033,0.43834,-0.53866,4.369,-0.0807,-0.3765,0.1306,0.534,0.245,15.1,E4_band_0.015,0.015
3357,-0.02691,0.40236,-0.42927,14.952,-0.0229,-0.3147,0.1199,0.5454,0.22,16.9,E4_band_0.02,0.02
