symbol,n_bars,mean,std,p5,p25,p50,p75,p85,p90,p95
BTCUSDT,5637,0.5777506369784451,0.23073428622843456,0.29967269116243817,0.4259285628267814,0.529837375264631,0.6757622250979337,0.7455011594877481,0.8415891080447787,1.080124862441639
DOTUSDT,4935,0.9427236885998849,0.3892764188095834,0.38943706986279236,0.6820156399595685,0.9055473314823056,1.1566136889122682,1.3220248331839914,1.4509744393349835,1.5843000280659825
ETHUSDT,5637,0.7379546114646486,0.3019416695512869,0.3549832230812576,0.5250440075393109,0.6896102295283636,0.8769606942307103,0.9677015943994159,1.099539314173363,1.3273387682772295
LINKUSDT,5588,1.013296457760128,0.35811217747867496,0.5480587945126931,0.7500712781816834,0.9585486692804,1.205794115122522,1.3637997984221175,1.4585966869079399,1.6298958817696259
LTCUSDT,5597,0.8499506645925684,0.3257418269626566,0.42136282861859237,0.5995642747788286,0.8070784585653519,1.049865587740585,1.1774095871534103,1.2795247454740022,1.4891249804749667
