symbol,direction,entry_price,exit_price,weight_factor,open_time,close_time,exit_reason,pnl_pct,fee_pct,net_pnl_pct,weighted_pnl,stop_loss_price,take_profit_price,timeout_time,confidence,rv_30d_ann
BTCUSDT,1,19349.9,18473.516752,0.33,1663660799999,1663804799999,stop_loss,-4.5291,0.1,-4.6291,-1.5276,18473.516752,21102.666495,1664265599999,0.868024,0.5928708254576605
BTCUSDT,1,19392.5,19582.5,0.33,1663891199999,1664496000000,timeout,0.9798,0.1,0.8798,0.2903,18372.391985,21432.716031,1664495999999,0.888798,0.6178884251125659
BTCUSDT,1,19411.7,19520.9,0.33,1664582399999,1665187200000,timeout,0.5625,0.1,0.4625,0.1526,18478.186533,21278.726934,1665187199999,0.84138,0.6525042548125459
BTCUSDT,-1,19633.2,19019.4,0.33,1665734399999,1666339200000,timeout,3.1263,0.1,3.0263,0.9987,20217.127911,18465.344178,1666339199999,0.782838,0.5008505565342495
BTCUSDT,-1,19151.6,19481.622763,0.33,1666511999999,1666569599999,stop_loss,-1.7232,0.1,-1.8232,-0.6017,19481.622763,18491.554475,1667116799999,0.787694,0.3950099116762986
BTCUSDT,-1,19318.1,19689.958815,0.33,1666655999999,1666713599999,stop_loss,-1.9249,0.1,-2.0249,-0.6682,19689.958815,18574.382371,1667260799999,0.816128,0.37078057637939427
BTCUSDT,-1,16806.9,16693.0,0.33,1668297599999,1668902400000,timeout,0.6777,0.1,0.5777,0.1906,17979.606179,14461.487643,1668902399999,0.622922,0.5694129168354798
BTCUSDT,-1,16122.7,16633.033853,0.33,1669046399999,1669190399999,stop_loss,-3.1653,0.1,-3.2653,-1.0776,16633.033853,15102.032295,1669651199999,0.623477,0.5899578597833365
BTCUSDT,-1,16928.9,17360.05089,0.33,1669996799999,1670227199999,stop_loss,-2.5468,0.1,-2.6468,-0.8735,17360.05089,16066.59822,1670601599999,0.738505,0.5949730134962018
BTCUSDT,-1,17173.4,17443.984669,1.0,1670745599999,1670947199999,stop_loss,-1.5756,0.1,-1.6756,-1.6756,17443.984669,16632.230661,1671350399999,0.719992,0.35098109973243297
BTCUSDT,-1,16816.8,16328.716322,1.0,1671955199999,1672415999999,take_profit,2.9024,0.1,2.8024,2.8024,17060.841839,16328.716322,1672559999999,0.718081,0.3102455618477911
BTCUSDT,-1,16519.6,16732.595193,0.33,1672559999999,1672646399999,stop_loss,-1.2893,0.1,-1.3893,-0.4585,16732.595193,16093.609613,1673164799999,0.86044,0.2812234983096163
BTCUSDT,-1,16670.8,16873.635017,0.33,1672761599999,1672819199999,stop_loss,-1.2167,0.1,-1.3167,-0.4345,16873.635017,16265.129966,1673366399999,0.813191,0.278772477058468
BTCUSDT,-1,16816.1,17030.000263,0.33,1672905599999,1673222399999,stop_loss,-1.272,0.1,-1.372,-0.4528,17030.000263,16388.299474,1673510399999,0.849484,0.2732445408478354
BTCUSDT,-1,17194.7,17396.081121,0.33,1673337599999,1673395199999,stop_loss,-1.1712,0.1,-1.2712,-0.4195,17396.081121,16791.937758,1673942399999,0.828776,0.2582981623021867
BTCUSDT,-1,20954.2,21646.084877,0.33,1674201599999,1674259199999,stop_loss,-3.3019,0.1,-3.4019,-1.1226,21646.084877,19570.430246,1674806399999,0.920851,0.3306724684278452
BTCUSDT,-1,22627.4,23388.778506,0.33,1674604799999,1674691199999,stop_loss,-3.3649,0.1,-3.4649,-1.1434,23388.778506,21104.642988,1675209599999,0.93045,0.4114440318796435
BTCUSDT,-1,23001.9,23769.987954,0.33,1674777599999,1675036799999,stop_loss,-3.3392,0.1,-3.4392,-1.1349,23769.987954,21465.724091,1675382399999,0.944774,0.4152436713887932
BTCUSDT,-1,22819.9,23532.597912,0.33,1675123199999,1675295999999,stop_loss,-3.1231,0.1,-3.2231,-1.0636,23532.597912,21394.504177,1675727999999,0.899465,0.4282241364239602
BTCUSDT,1,23493.1,22740.088894,0.33,1675382399999,1675670399999,stop_loss,-3.2052,0.1,-3.3052,-1.0907,22740.088894,24999.122211,1675987199999,0.775657,0.44413829768594304
BTCUSDT,1,23709.6,22979.768261,2.0,1677657599999,1677830399999,stop_loss,-3.0782,0.1,-3.1782,-6.3564,22979.768261,25169.263477,1678262399999,0.848608,0.5093845613882776
BTCUSDT,1,22346.6,21636.424352,2.0,1677916799999,1678319999999,stop_loss,-3.178,0.1,-3.278,-6.556,21636.424352,23766.951295,1678521599999,0.809966,0.5171145907373419
BTCUSDT,-1,28088.2,28077.8,1.0,1679471999999,1680076800000,timeout,0.037,0.1,-0.063,-0.063,29261.450928,25741.698143,1680076799999,0.652191,0.6580864867207115
BTCUSDT,1,28706.6,27647.528985,1.0,1680163199999,1680249599999,stop_loss,-3.6893,0.1,-3.7893,-3.7893,27647.528985,30824.74203,1680767999999,0.906743,0.6965182360798269
BTCUSDT,1,28387.2,27427.857371,1.0,1680364799999,1680566399999,stop_loss,-3.3795,0.1,-3.4795,-3.4795,27427.857371,30305.885258,1680969599999,0.723599,0.69709753803216
BTCUSDT,1,28155.2,29816.354874,0.33,1680652799999,1681171199999,take_profit,5.9,0.1,5.8,1.914,27324.622563,29816.354874,1681257599999,0.788622,0.6775669132900339
BTCUSDT,1,30362.7,29608.226237,0.33,1681430399999,1681747199999,stop_loss,-2.4849,0.1,-2.5849,-0.853,29608.226237,31871.647527,1682035199999,0.836301,0.4604502790213965
BTCUSDT,1,30170.2,29437.893311,0.33,1681833599999,1681919999999,stop_loss,-2.4273,0.1,-2.5273,-0.834,29437.893311,31634.813377,1682438399999,0.865779,0.4210500377576131
BTCUSDT,1,28492.3,27631.820296,0.33,1682006399999,1682121599999,stop_loss,-3.02,0.1,-3.12,-1.0296,27631.820296,30213.259407,1682611199999,0.908975,0.426419232085462
BTCUSDT,1,27807.2,27005.83442,0.33,1682207999999,1682380799999,stop_loss,-2.8819,0.1,-2.9819,-0.984,27005.83442,29409.93116,1682812799999,0.928733,0.3804201264162013
BTCUSDT,1,28286.7,29910.81408,0.33,1682467199999,1682524799999,take_profit,5.7416,0.1,5.6416,1.8617,27474.64296,29910.81408,1683071999999,0.825465,0.39314449564855164
BTCUSDT,-1,27044.5,25937.453702,0.33,1684655999999,1685001599999,take_profit,4.0934,0.1,3.9934,1.3178,27598.023149,25937.453702,1685260799999,0.818599,0.43741681198710736
BTCUSDT,-1,26491.3,27081.460711,0.33,1685087999999,1685260799999,stop_loss,-2.2278,0.1,-2.3278,-0.7682,27081.460711,25310.978578,1685692799999,0.819911,0.41643047598887317
BTCUSDT,-1,27141.0,25983.896419,0.33,1685865599999,1685980799999,take_profit,4.2633,0.1,4.1633,1.3739,27719.55179,25983.896419,1686470399999,0.709351,0.326923042094802
BTCUSDT,-1,26786.7,25884.1,0.33,1686124799999,1686729600000,timeout,3.3696,0.1,3.2696,1.079,27594.693943,25170.712114,1686729599999,0.769149,0.3631136662347441
BTCUSDT,-1,24974.6,25655.65987,1.0,1686815999999,1686873599999,stop_loss,-2.727,0.1,-2.827,-2.827,25655.65987,23612.480261,1687420799999,0.688911,0.36662270282008064
BTCUSDT,-1,26336.0,27084.083641,0.33,1686959999999,1687247999999,stop_loss,-2.8405,0.1,-2.9405,-0.9704,27084.083641,24839.832717,1687564799999,0.800271,0.37666020871795863
BTCUSDT,-1,30395.6,31291.25595,0.33,1687766399999,1688111999999,stop_loss,-2.9467,0.1,-3.0467,-1.0054,31291.25595,28604.2881,1688371199999,0.809227,0.44818443734324953
BTCUSDT,-1,30902.3,30528.6,0.33,1688457599999,1689062400000,timeout,1.2093,0.1,1.1093,0.3661,31632.380221,29442.139558,1689062399999,0.756725,0.4412192282876851
BTCUSDT,-1,30730.8,31356.282696,0.33,1689148799999,1689292799999,stop_loss,-2.0354,0.1,-2.1354,-0.7047,31356.282696,29479.834609,1689753599999,0.763597,0.37812511757806794
BTCUSDT,-1,30317.6,29932.9,0.33,1689407999999,1690012800000,timeout,1.2689,0.1,1.1689,0.3857,31108.983711,28734.832578,1690012799999,0.791502,0.3826911737385342
BTCUSDT,1,29244.4,28690.250009,0.33,1691078399999,1691452799999,stop_loss,-1.8949,0.1,-1.9949,-0.6583,28690.250009,30352.699982,1691683199999,0.733194,0.2539701607982769
BTCUSDT,-1,26554.4,27177.209906,1.0,1694764799999,1695052799999,stop_loss,-2.3454,0.1,-2.4454,-2.4454,27177.209906,25308.780189,1695369599999,0.740714,0.3869972445404329
BTCUSDT,1,27196.0,26593.447256,1.0,1695167999999,1695311999999,stop_loss,-2.2156,0.1,-2.3156,-2.3156,26593.447256,28401.105488,1695772799999,0.720604,0.354780117045236
BTCUSDT,1,26567.5,26121.533709,1.0,1695484799999,1695599999999,stop_loss,-1.6786,0.1,-1.7786,-1.7786,26121.533709,27459.432583,1696089599999,0.696208,0.34945027643104265
BTCUSDT,1,26256.3,27061.212808,1.0,1695715199999,1695916799999,take_profit,3.0656,0.1,2.9656,2.9656,25853.843596,27061.212808,1696319999999,0.706225,0.35022863849830216
BTCUSDT,-1,37375.9,38415.304578,1.0,1700438399999,1700841599999,stop_loss,-2.7809,0.1,-2.8809,-2.8809,38415.304578,35297.090844,1701043199999,0.764316,0.4487624454713629
BTCUSDT,-1,37697.8,38686.483554,1.0,1700927999999,1701446399999,stop_loss,-2.6227,0.1,-2.7227,-2.7227,38686.483554,35720.432892,1701532799999,0.836719,0.39031238973814414
BTCUSDT,1,41282.0,39836.292914,1.0,1705651199999,1705967999999,stop_loss,-3.502,0.1,-3.602,-3.602,39836.292914,44173.414172,1706255999999,0.716353,0.4643467078989549
BTCUSDT,1,39890.0,42420.522509,1.0,1706054399999,1706428799999,take_profit,6.3438,0.1,6.2438,6.2438,38624.738745,42420.522509,1706659199999,0.71296,0.47544986600603834
BTCUSDT,1,42040.0,43058.9,1.0,1706515199999,1707120000000,timeout,2.4236,0.1,2.3236,2.3236,40996.537339,44126.925321,1707119999999,0.736512,0.4816797740293709
BTCUSDT,1,42870.0,44803.196526,1.0,1707206399999,1707407999999,take_profit,4.5094,0.1,4.4094,4.4094,41903.401737,44803.196526,1707811199999,0.716772,0.4260414419033392
BTCUSDT,1,50771.9,53454.263207,1.0,1708732799999,1708991999999,take_profit,5.2832,0.1,5.1832,5.1832,49430.718397,53454.263207,1709337599999,0.680278,0.3477630010475972
BTCUSDT,1,63123.8,61191.30604,1.0,1714463999999,1714492799999,stop_loss,-3.0614,0.1,-3.1614,-3.1614,61191.30604,66988.787921,1715068799999,0.82438,0.5439808514302545
BTCUSDT,1,62122.5,66263.120301,1.0,1715270399999,1715817599999,take_profit,6.6653,0.1,6.5653,6.5653,60052.189849,66263.120301,1715875199999,0.698778,0.568498537828393
BTCUSDT,1,65217.7,69123.543417,1.0,1715903999999,1716249599999,take_profit,5.9889,0.1,5.8889,5.8889,63264.778291,69123.543417,1716508799999,0.764197,0.5134911673189234
BTCUSDT,1,70168.8,68135.562801,1.0,1716335999999,1716479999999,stop_loss,-2.8976,0.1,-2.9976,-2.9976,68135.562801,74235.274397,1716940799999,0.802571,0.5116478576309336
BTCUSDT,1,68340.2,67252.6,1.0,1716566399999,1717171200000,timeout,-1.5914,0.1,-1.6914,-1.6914,66127.291088,72766.017825,1717171199999,0.834477,0.5130680904039058
BTCUSDT,1,67728.2,71009.121474,0.33,1717257599999,1717545599999,take_profit,4.8442,0.1,4.7442,1.5656,66087.739263,71009.121474,1717862399999,0.705517,0.4494692609216912
BTCUSDT,1,71133.3,69467.834972,0.33,1717631999999,1717804799999,stop_loss,-2.3413,0.1,-2.4413,-0.8056,69467.834972,74464.230056,1718236799999,0.689374,0.4286856721497781
BTCUSDT,1,69346.5,67866.133555,0.33,1717891199999,1718092799999,stop_loss,-2.1347,0.1,-2.2347,-0.7375,67866.133555,72307.23289,1718495999999,0.662971,0.421102424610621
BTCUSDT,-1,63265.5,60406.621044,0.33,1719820799999,1720022399999,take_profit,4.5189,0.1,4.4189,1.4582,64694.939478,60406.621044,1720425599999,0.925368,0.3485254836470656
BTCUSDT,-1,56806.2,59007.474633,0.33,1720367999999,1720598399999,stop_loss,-3.8751,0.1,-3.9751,-1.3118,59007.474633,52403.650735,1720972799999,0.931838,0.4287657044946763
BTCUSDT,-1,64055.7,66189.633336,0.33,1721260799999,1721433599999,stop_loss,-3.3314,0.1,-3.4314,-1.1324,66189.633336,59787.833329,1721865599999,0.899167,0.45659253291175533
BTCUSDT,-1,67210.3,69196.25373,0.33,1721635199999,1722095999999,stop_loss,-2.9548,0.1,-3.0548,-1.0081,69196.25373,63238.392541,1722239999999,0.971574,0.4710189520088513
BTCUSDT,-1,68067.2,63842.551385,1.0,1722268799999,1722499199999,take_profit,6.2066,0.1,6.1066,6.1066,70179.524307,63842.551385,1722873599999,0.985178,0.47967781168479634
BTCUSDT,-1,64017.0,61218.937719,1.0,1727769599999,1727827199999,take_profit,4.3708,0.1,4.2708,4.2708,65416.031141,61218.937719,1728374399999,0.77921,0.42624106140819706
BTCUSDT,-1,60606.5,62497.780129,1.0,1727971199999,1728230399999,stop_loss,-3.1206,0.1,-3.2206,-3.2206,62497.780129,56823.939742,1728575999999,0.927909,0.43854517236892787
BTCUSDT,-1,62291.4,59108.338249,1.0,1728374399999,1728604799999,take_profit,5.11,0.1,5.01,5.01,63882.930875,59108.338249,1728979199999,0.797099,0.4107573829909642
BTCUSDT,-1,67368.8,68823.868166,1.0,1729555199999,1729814399999,stop_loss,-2.1599,0.1,-2.2599,-2.2599,68823.868166,64458.663668,1730159999999,0.790093,0.33769188739372685
BTCUSDT,-1,66982.0,68742.524997,1.0,1729929599999,1730131199999,stop_loss,-2.6284,0.1,-2.7284,-2.7284,68742.524997,63460.950007,1730534399999,0.815885,0.3351329892842159
BTCUSDT,-1,70321.9,72150.077228,0.33,1730419199999,1730879999999,stop_loss,-2.5997,0.1,-2.6997,-0.8909,72150.077228,66665.545545,1731023999999,0.730226,0.3175657521604613
BTCUSDT,-1,95608.8,98252.799057,1.0,1733212799999,1733356799999,stop_loss,-2.7654,0.1,-2.8654,-2.8654,98252.799057,90320.801886,1733817599999,0.824847,0.5378366445053413
BTCUSDT,-1,92819.6,95536.275593,1.0,1735631999999,1735660799999,stop_loss,-2.9268,0.1,-3.0268,-3.0268,95536.275593,87386.248813,1736236799999,0.68269,0.4556953955211485
BTCUSDT,-1,94409.9,97213.340631,1.0,1735747199999,1735833599999,stop_loss,-2.9694,0.1,-3.0694,-3.0694,97213.340631,88803.018737,1736351999999,0.610139,0.4675032511035181
BTCUSDT,-1,97479.5,100045.662824,1.0,1735919999999,1736179199999,stop_loss,-2.6325,0.1,-2.7325,-2.7325,100045.662824,92347.174353,1736524799999,0.605194,0.46943576337741094
BTCUSDT,-1,102379.7,95361.453759,1.0,1738367999999,1738569599999,take_profit,6.8551,0.1,6.7551,6.7551,105888.82312,95361.453759,1738972799999,0.643282,0.49716637150089604
DOTUSDT,-1,8.456,9.233451,1.0,1659369599999,1659974399999,stop_loss,-9.1941,0.1,-9.2941,-9.2941,9.233451,6.901098,1659974399999,0.867838,0.9354082105997351
DOTUSDT,-1,8.69,9.343726,0.8079,1660060799999,1660147199999,stop_loss,-7.5227,0.1,-7.6227,-6.1582,9.343726,7.382548,1660665599999,0.775986,0.9672344590754999
DOTUSDT,-1,9.271,8.486,0.33,1660233599999,1660838400000,timeout,8.4673,0.1,8.3673,2.7612,9.954408,7.904183,1660838399999,0.894501,1.0133648591617128
DOTUSDT,-1,7.365,7.08,0.5234,1661068799999,1661673600000,timeout,3.8697,0.1,3.7697,1.9729,7.971441,6.152118,1661673599999,0.63542,0.9679149802864047
DOTUSDT,1,6.963,7.464,0.6886,1661759999999,1662364800000,timeout,7.1952,0.1,7.0952,4.8858,6.505657,7.877686,1662364799999,0.884483,0.857540294244213
DOTUSDT,-1,7.577,6.761185,0.33,1662451199999,1662537599999,take_profit,10.767,0.1,10.667,3.5201,7.984907,6.761185,1663055999999,0.95085,0.8011707390080907
DOTUSDT,-1,7.111,7.577221,0.33,1662623999999,1662710399999,stop_loss,-6.5563,0.1,-6.6563,-2.1966,7.577221,6.178558,1663228799999,0.939076,0.8521083052483596
DOTUSDT,-1,7.669,6.705765,0.33,1662796799999,1663372799999,take_profit,12.5601,0.1,12.4601,4.1118,8.150617,6.705765,1663401599999,0.918483,0.7793729077070487
DOTUSDT,1,7.053,6.651091,0.33,1663459199999,1663545599999,stop_loss,-5.6984,0.1,-5.7984,-1.9135,6.651091,7.856818,1664063999999,0.756377,0.7550789842537506
DOTUSDT,1,6.381,6.552,0.33,1663631999999,1664236800000,timeout,2.6798,0.1,2.5798,0.8513,5.915204,7.312593,1664236799999,0.789078,0.7427729794847625
DOTUSDT,1,6.302,6.418,0.33,1664351999999,1664956800000,timeout,1.8407,0.1,1.7407,0.5744,5.884847,7.136306,1664956799999,0.821604,0.7329801044756384
DOTUSDT,1,6.301,6.065349,0.33,1665158399999,1665647999999,stop_loss,-3.7399,0.1,-3.8399,-1.2672,6.065349,6.772302,1665763199999,0.744776,0.5804129744842133
DOTUSDT,1,5.828,6.330478,0.33,1666339199999,1666742399999,take_profit,8.6218,0.1,8.5218,2.8122,5.576761,6.330478,1666943999999,0.743812,0.4944560022816593
DOTUSDT,1,6.535,6.222375,0.33,1667145599999,1667433599999,stop_loss,-4.7839,0.1,-4.8839,-1.6117,6.222375,7.160249,1667750399999,0.765729,0.45656841308381685
DOTUSDT,1,5.746,5.637,0.33,1668211199999,1668816000000,timeout,-1.897,0.1,-1.997,-0.659,5.025626,7.186747,1668815999999,0.852218,0.8256524540194311
DOTUSDT,1,5.292,5.272,1.0,1669132799999,1669737600000,timeout,-0.3779,0.1,-0.4779,-0.4779,4.961027,5.953946,1669737599999,0.831619,0.8432610963640362
DOTUSDT,-1,5.406,5.647882,1.0,1669939199999,1669996799999,stop_loss,-4.4743,0.1,-4.5743,-4.5743,5.647882,4.922237,1670543999999,0.794809,0.8200636946156326
DOTUSDT,-1,5.549,5.314,0.3211,1670083199999,1670688000000,timeout,4.235,0.1,4.135,1.3276,5.785331,5.076338,1670687999999,0.837631,0.8249280001212735
DOTUSDT,1,5.294,5.141385,0.33,1670774399999,1670803199999,stop_loss,-2.8828,0.1,-2.9828,-0.9843,5.141385,5.59923,1671379199999,0.857933,0.5199416249790758
DOTUSDT,1,5.174,5.00343,0.33,1670889599999,1670918399999,stop_loss,-3.2967,0.1,-3.3967,-1.1209,5.00343,5.51514,1671494399999,0.804471,0.5197193373835501
DOTUSDT,1,5.176,4.965956,0.2996,1671091199999,1671235199999,stop_loss,-4.058,0.1,-4.158,-1.2457,4.965956,5.596089,1671695999999,0.763131,0.5414016739854973
DOTUSDT,1,4.488,4.348472,0.2652,1672156799999,1672214399999,stop_loss,-3.1089,0.1,-3.2089,-0.8509,4.348472,4.767057,1672761599999,0.885953,0.5545821217066562
DOTUSDT,1,4.32,4.649866,0.2416,1672300799999,1672819199999,take_profit,7.6358,0.1,7.5358,1.821,4.155067,4.649866,1672905599999,0.94188,0.5456189446370633
DOTUSDT,-1,4.585,4.728598,0.292,1672905599999,1673193599999,stop_loss,-3.1319,0.1,-3.2319,-0.9436,4.728598,4.297804,1673510399999,0.754946,0.5229442424468413
DOTUSDT,-1,4.885,5.077659,0.2659,1673337599999,1673481599999,stop_loss,-3.9439,0.1,-4.0439,-1.0752,5.077659,4.499683,1673942399999,0.822875,0.5298859908706538
DOTUSDT,-1,5.76,6.225821,0.2362,1673884799999,1674259199999,stop_loss,-8.0872,0.1,-8.1872,-1.9336,6.225821,4.828359,1674489599999,0.761676,0.692877756362588
DOTUSDT,-1,6.94,6.073556,0.1827,1675526399999,1675987199999,take_profit,12.4848,0.1,12.3848,2.2631,7.373222,6.073556,1676131199999,0.794241,0.8321221182675784
DOTUSDT,-1,6.178,6.639091,0.2453,1676073599999,1676534399999,stop_loss,-7.4634,0.1,-7.5634,-1.8552,6.639091,5.255818,1676678399999,0.757549,0.9044434830300045
DOTUSDT,-1,6.644,7.077034,0.194,1676620799999,1676678399999,stop_loss,-6.5177,0.1,-6.6177,-1.2839,7.077034,5.777932,1677225599999,0.925424,0.7922859072164844
DOTUSDT,-1,7.233,7.68813,0.1585,1676764799999,1676822399999,stop_loss,-6.2924,0.1,-6.3924,-1.0134,7.68813,6.32274,1677369599999,0.926813,0.8090936069002387
DOTUSDT,1,5.737,5.406633,0.3955,1678377599999,1678406399999,stop_loss,-5.7585,0.1,-5.8585,-2.3171,5.406633,6.397733,1678982399999,0.787602,0.7553834270595856
DOTUSDT,1,5.545,6.347864,0.1089,1678492799999,1678809599999,take_profit,14.4791,0.1,14.3791,1.5659,5.143568,6.347864,1679097599999,0.805453,0.7759911855709167
DOTUSDT,1,5.871,6.047,0.1098,1678924799999,1679529600000,timeout,2.9978,0.1,2.8978,0.318,5.3684,6.8762,1679529599999,0.869092,0.8623475042040144
