feature_name,mean_gain,importance_rank
vol_atr_14,3999.1643,1
trend_aroon_osc_50,3816.298,2
btc_funding_spread_30_90,2846.2934,3
stat_autocorr_lag5,2583.8957,4
vol_bb_bandwidth_20,2228.0728,5
interact_natr_x_adx,2169.2079,6
stat_skew_20,2025.1042,7
trend_adx_14,1977.7131,8
oi_delta_30_z90,1701.8066,9
mom_macd_line_12_26_9,1486.9122,10
stat_kurtosis_20,1445.8051,11
mom_macd_hist_12_26_9,1445.5564,12
long_short_zscore_30,1178.9252,13
vol_natr_14,1176.0855,14
trend_plus_di_14,988.0414,15
mr_pct_from_low_20,954.7008,16
vol_cmf_14,953.258,17
funding_rate_zscore_90,895.6585,18
interact_rsi_x_adx,701.0576,19
trend_minus_di_14,683.923,20
trend_aroon_osc_14,675.1837,21
mr_pct_from_high_20,581.1802,22
funding_rate_zscore_30,434.0889,23
vol_mfi_14,432.4096,24
regime_momentum_signed_5d,378.618,25
trend_ema_cross_5_12,375.1366,26
mom_stoch_d_14,336.9751,27
interact_stoch_x_adx,222.5993,28
mom_stoch_k_14,171.2824,29
stat_return_5,163.544,30
mom_roc_10,160.6224,31
cal_dow_norm,155.7369,32
mom_willr_14,153.3749,33
interact_rsi_x_natr,143.5399,34
trend_supertrend_14_3,123.8586,35
vol_range_spike_72,117.9905,36
mom_rsi_14,115.3161,37
btc_funding_rate_8h_impulse,70.7199,38
vol_volume_pctchg_5,62.3241,39
vol_volume_rel_20,56.132,40
vol_range_spike_24,53.3033,41
interact_ret1_x_ret3,41.6081,42
vol_taker_buy_ratio,32.8549,43
interact_ret1_x_natr,23.6222,44
cal_hour_norm,20.7494,45
stat_log_return_1,15.1355,46
mr_rsi_extreme_14,0.7593,47
dot_vs_btc_ret_ratio_30,0.0,48
